counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.849785,,,,,,,,0.849785,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,220,220,465,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.719525,,,,,,,,0.719525,1,,,,,,55,WORD,UN,16,ambush,STROKE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,221,221,234,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.5318,,,,,,,,0.5318,1,,,,,,235,WORD,UN,33,pirate,GRUMPY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,222,222,174,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51978,,,,,,,,0.51978,1,,,,,,195,WORD,UN,33,credit,RESIGN,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,223,223,134,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.651915,,,,,,,,0.651915,0,,,,,,425,NW,UN,33,urivel,FRUDGE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,224,224,364,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.59689,,,,,,,,1.59689,0,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,225,225,246,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.834035,,,,,,,,0.834035,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,226,226,156,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.59944,,,,,,,,0.59944,1,,,,,,7,WORD,UN,16,abrupt,ANCHOR,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,227,227,186,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.43693,,,,,,,,0.43693,1,,,,,,119,WORD,"ID",33,spider,SPIDER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,228,228,58,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.381175,,,,,,,,0.381175,0,,,,,,386,NW,"ID",16,ancust,ANCUST,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,229,229,325,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.90173,,,,,,,,0.90173,1,,,,,,239,WORD,UN,33,forest,LUMBER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,230,230,178,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.807545,,,,,,,,0.807545,0,,,,,,353,NW,"ID",33,clurey,CLUREY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,231,231,292,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.3841,,,,,,,,1.3841,1,,,,,,419,NW,"ID",16,slount,SLOUNT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,232,232,358,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.633665,,,,,,,,0.633665,1,,,,,,298,NW,UN,16,sturch,PIERGY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,233,233,477,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.01455,,,,,,,,1.01455,1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,234,234,409,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.51289,,,,,,,,0.51289,0,,,,,,137,WORD,"ID",16,finger,FINGER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,235,235,76,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.768755,,,,,,,,0.768755,1,,,,,,435,NW,UN,33,frutan,IMPURB,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,236,236,374,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.86533,,,,,,,,0.86533,0,,,,,,431,NW,UN,33,lunker,CHRUMS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,237,237,370,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.915015,,,,,,,,0.915015,0,,,,,,82,WORD,"ID",33,stigma,STIGMA,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,238,238,21,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.53588,,,,,,,,0.53588,1,,,,,,448,NW,UN,33,brunge,SADENT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,239,239,387,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.73123,,,,,,,,0.73123,1,,,,,,28,WORD,UN,16,sketch,COMEDY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,240,240,207,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.696895,,,,,,,,0.696895,1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,241,241,283,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55252,,,,,,,,0.55252,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,242,242,419,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57941,,,,,,,,0.57941,1,,,,,,29,WORD,UN,16,orient,SKETCH,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,243,243,208,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.598155,,,,,,,,0.598155,0,,,,,,284,NW,UN,16,prudge,SHAPLE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,244,244,463,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63755,,,,,,,,0.63755,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,245,245,404,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.569405,,,,,,,,0.569405,0,,,,,,282,NW,UN,16,veralf,PORLEX,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,246,246,461,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.64713,,,,,,,,0.64713,1,,,,,,374,NW,"ID",16,sliant,SLIANT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,247,247,313,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.582885,,,,,,,,0.582885,0,,,,,,458,NW,UN,33,hocite,BARCET,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,248,248,397,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.73722,,,,,,,,0.73722,0,,,,,,427,NW,UN,33,tandly,SCHIND,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,249,249,366,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.46454,,,,,,,,0.46454,1,,,,,,271,NW,UN,16,damilt,AUBRID,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,250,250,450,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.247605,,,,,,,,0.247605,1,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,251,251,57,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.70319,,,,,,,,0.70319,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,252,252,266,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63413,,,,,,,,0.63413,1,,,,,,266,NW,UN,16,pasink,VARMIT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,253,253,445,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,1.20815,,,,,,,,1.20815,0,,,,,,125,WORD,"ID",16,nickel,NICKEL,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,254,254,64,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.163855,,,,,,,,1.163855,1,,,,,,356,NW,"ID",33,othnis,OTHNIS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,255,255,295,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.4812,,,,,,,,0.4812,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,256,256,4,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.335555,,,,,,,,1.335555,1,,,,,,139,WORD,"ID",16,debris,DEBRIS,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,257,257,78,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.74794,,,,,,,,0.74794,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,258,258,290,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.619045,,,,,,,,0.619045,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,259,259,20,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.716315,,,,,,,,0.716315,0,,,,,,449,NW,UN,33,phrect,BRUNGE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,260,260,388,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.51421,,,,,,,,0.51421,1,,,,,,163,WORD,"ID",16,string,STRING,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,261,261,102,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.631815,,,,,,,,0.631815,0,,,,,,322,NW,"ID",33,slanch,SLANCH,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,262,262,261,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.57976,,,,,,,,0.57976,0,,,,,,348,NW,"ID",33,dumple,DUMPLE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,263,263,287,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.585585,,,,,,,,0.585585,1,,,,,,15,WORD,UN,16,faucet,AMOUNT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,264,264,194,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.548255,,,,,,,,0.548255,1,,,,,,108,WORD,"ID",33,reckon,RECKON,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,265,265,47,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.984435,,,,,,,,0.984435,1,,,,,,89,WORD,"ID",33,permit,PERMIT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,266,266,28,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46474,,,,,,,,0.46474,1,,,,,,94,WORD,"ID",33,travel,TRAVEL,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,267,267,33,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.597805,,,,,,,,0.597805,1,,,,,,220,WORD,UN,33,mascot,VOYAGE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,268,268,159,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.030225,,,,,,,,0.030225,1,,,,,,170,WORD,"ID",16,pounce,POUNCE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,269,269,109,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.831665,,,,,,,,0.831665,1,,,,,,58,WORD,UN,16,splint,FOSTER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,270,270,237,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.92243,,,,,,,,0.92243,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,271,271,151,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.006115,,,,,,,,1.006115,1,,,,,,185,WORD,UN,33,portal,BOTHER,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,272,272,124,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.61718,,,,,,,,1.61718,1,,,,,,455,NW,UN,33,broget,TONDLE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,273,273,394,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.91627,,,,,,,,0.91627,1,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,274,274,289,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.91627,-1,,,,,,403,NW,"ID",16,bruats,BRUATS,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,275,275,342,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.63966,,,,,,,,0.63966,1,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,276,276,13,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.13456,,,,,,,,1.13456,1,,,,,,46,WORD,UN,16,income,SINGLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,277,277,225,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.88667,,,,,,,,0.88667,1,,,,,,253,NW,UN,16,varosh,RESAIT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,278,278,432,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.79926,,,,,,,,0.79926,0,,,,,,310,NW,"ID",33,daniet,DANIET,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,279,279,249,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.287475,,,,,,,,1.287475,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,280,280,328,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.61549,,,,,,,,0.61549,1,,,,,,311,NW,"ID",33,sproly,SPROLY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,281,281,250,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.465775,,,,,,,,0.465775,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,282,282,407,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.265015,,,,,,,,0.265015,0,,,,,,155,WORD,"ID",16,lizard,LIZARD,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,283,283,94,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.314845,,,,,,,,0.314845,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,284,284,59,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.31688,,,,,,,,0.31688,1,,,,,,99,WORD,"ID",33,fluent,FLUENT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,285,285,38,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.685315,,,,,,,,0.685315,0,,,,,,360,NW,"ID",33,desory,DESORY,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,286,286,299,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.25593,,,,,,,,0.25593,0,,,,,,54,WORD,UN,16,stroke,RAMBLE,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,287,287,233,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.78175,,,,,,,,0.78175,1,,,,,,450,NW,UN,33,cainky,PHRECT,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,288,288,389,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.534655,,,,,,,,0.534655,1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,289,289,271,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.564385,,,,,,,,0.564385,0,,,,,,434,NW,UN,33,impurb,PITROM,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,290,290,373,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.398025,,,,,,,,1.398025,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,291,291,393,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.55415,,,,,,,,0.55415,0,,,,,,71,WORD,"ID",33,garden,GARDEN,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,292,292,10,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.530315,,,,,,,,0.530315,0,,,,,,377,NW,"ID",16,injore,INJORE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,293,293,316,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.00379,,,,,,,,1.00379,0,,,,,,417,NW,"ID",16,earoud,EAROUD,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,294,294,356,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.263375,,,,,,,,1.263375,1,,,,,,418,NW,"ID",16,suidle,SUIDLE,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,295,295,357,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.744915,,,,,,,,0.744915,0,,,,,,40,WORD,UN,16,spring,CONVEY,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,296,296,219,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.730575,,,,,,,,0.730575,1,,,,,,95,WORD,"ID",33,thread,THREAD,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,297,297,34,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.58712,,,,,,,,0.58712,1,,,,,,151,WORD,"ID",16,mystic,MYSTIC,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,298,298,90,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.503355,,,,,,,,0.503355,1,,,,,,3,WORD,UN,16,trench,KNIGHT,m,,,,,,-0.022135417,-0.440104167,0,0,0,,0,299,299,182,1
,,,,,,,,,,,,,,,,,,5c4c488a620ba700010c054d,2020-11-25_16h36.49.552,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.221575,,,,,,,,1.221575,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,,,,,,-0.022135417,-0.440104167,0,0,0,,0,300,300,285,1
