counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,1.423465,,,,,,,,1.423465,0,,,,,,437,NW,"ID",33,snapel,SNAPEL,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,214,214,256,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.818855,,,,,,,,0.818855,1,,,,,,374,NW,UN,16,yorque,SLIANT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,215,215,433,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46176,,,,,,,,0.46176,1,,,,,,3,WORD,"ID",16,knight,KNIGHT,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,216,216,62,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.594495,,,,,,,,0.594495,1,,,,,,446,NW,"ID",33,runamo,RUNAMO,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,217,217,265,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.4819,,,,,,,,0.4819,1,,,,,,92,WORD,UN,33,public,STRAND,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,218,218,151,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.544095,,,,,,,,0.544095,1,,,,,,288,NW,"ID",16,yaceup,YACEUP,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,219,219,347,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.433345,,,,,,,,0.433345,1,,,,,,51,WORD,"ID",16,hungry,HUNGRY,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,220,220,110,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57114,,,,,,,,0.57114,1,,,,,,58,WORD,"ID",16,foster,FOSTER,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,221,221,117,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49348,,,,,,,,0.49348,1,,,,,,207,WORD,"ID",33,wreath,WREATH,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,222,222,26,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66475,,,,,,,,0.66475,1,,,,,,424,NW,"ID",33,praile,PRAILE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,223,223,243,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.981095,,,,,,,,0.981095,1,,,,,,277,NW,"ID",16,petain,PETAIN,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,224,224,336,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.444105,,,,,,,,0.444105,1,,,,,,228,WORD,"ID",33,master,MASTER,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,225,225,47,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.60269,,,,,,,,0.60269,1,,,,,,408,NW,UN,16,elopia,HURNIA,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,226,226,467,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.577375,,,,,,,,0.577375,1,,,,,,370,NW,UN,16,geiloy,SLEACT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,227,227,429,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.497235,,,,,,,,0.497235,1,,,,,,132,WORD,UN,16,orphan,STRONG,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,228,228,191,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.525695,,,,,,,,0.525695,1,,,,,,56,WORD,"ID",16,ambush,AMBUSH,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,229,229,115,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.46783,,,,,,,,0.46783,1,,,,,,235,WORD,"ID",33,grumpy,GRUMPY,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,230,230,54,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.56617,,,,,,,,0.56617,1,,,,,,214,WORD,"ID",33,intake,INTAKE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,231,231,33,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.489655,,,,,,,,0.489655,1,,,,,,155,WORD,UN,16,cradle,LIZARD,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,232,232,214,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.59699,,,,,,,,0.59699,1,,,,,,443,NW,"ID",33,dorsex,DORSEX,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,233,233,262,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55551,,,,,,,,0.55551,1,,,,,,394,NW,UN,16,colury,SPAQUX,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,234,234,453,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.48775,,,,,,,,0.48775,1,,,,,,162,WORD,UN,16,string,CANDLE,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,235,235,221,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.54694,,,,,,,,0.54694,1,,,,,,247,NW,"ID",16,blarge,BLARGE,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,236,236,306,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.56778,,,,,,,,0.56778,1,,,,,,419,NW,UN,16,gushop,SLOUNT,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,237,237,478,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.539255,,,,,,,,0.539255,1,,,,,,331,NW,UN,33,vangue,GILFEW,z,,,,,,-0.053942647,-0.383456124,0,0,0,,0,238,238,390,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.521235,,,,,,,,0.521235,1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,239,239,144,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.49441,,,,,,,,0.49441,1,,,,,,158,WORD,UN,16,detail,ISLAND,m,,,,,,-0.053942647,-0.383456124,0,0,0,,0,240,240,217,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.498635,,,,,,,,0.498635,1,,,,,,470,NW,"ID",33,crudio,CRUDIO,z,,,,,,0.021993885,-0.418646141,1,0,0,,0,241,241,289,1,break_done_button
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.23876,,,,,,,,0.23876,0,,,,,,426,NW,"ID",33,urivel,URIVEL,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,242,242,245,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.39906,,,,,,,,0.39906,0,,,,,,316,NW,UN,33,worbal,SCREGM,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,243,243,375,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.75303,,,,,,,,0.75303,1,,,,,,463,NW,"ID",33,kispel,KISPEL,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,244,244,282,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,1.116,,,,,,,,1.116,1,,,,,,450,NW,"ID",33,phrect,PHRECT,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,245,245,269,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.454405,,,,,,,,0.454405,1,,,,,,224,WORD,"ID",33,period,PERIOD,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,246,246,43,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.52568,,,,,,,,0.52568,1,,,,,,358,NW,UN,33,fonver,FLEACK,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,247,247,417,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.565165,,,,,,,,0.565165,1,,,,,,253,NW,"ID",16,resait,RESAIT,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,248,248,312,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.63236,,,,,,,,0.63236,1,,,,,,378,NW,UN,16,auting,SHRILE,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,249,249,437,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.458815,,,,,,,,0.458815,1,,,,,,430,NW,"ID",33,caroey,CAROEY,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,250,250,249,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.47786,,,,,,,,0.47786,1,,,,,,472,NW,"ID",33,cigney,CIGNEY,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,251,251,291,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.442275,,,,,,,,0.442275,1,,,,,,415,NW,UN,16,pathel,HIGSTA,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,252,252,474,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.64811,,,,,,,,0.64811,0,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,253,253,295,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.502365,,,,,,,,0.502365,1,,,,,,216,WORD,"ID",33,behalf,BEHALF,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,254,254,35,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.57812,,,,,,,,0.57812,1,,,,,,130,WORD,UN,16,quench,STUPID,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,255,255,189,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.563935,,,,,,,,0.563935,1,,,,,,229,WORD,"ID",33,mother,MOTHER,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,256,256,48,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.66109,,,,,,,,0.66109,1,,,,,,326,NW,UN,33,plenac,IGUADE,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,257,257,385,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.473835,,,,,,,,0.473835,1,,,,,,271,NW,"ID",16,aubrid,AUBRID,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,258,258,330,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.5323,,,,,,,,0.5323,1,,,,,,60,WORD,"ID",16,pencil,PENCIL,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,259,259,119,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.502145,,,,,,,,0.502145,1,,,,,,420,NW,UN,16,pauche,GUSHOP,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,260,260,479,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.601095,,,,,,,,0.601095,1,,,,,,131,WORD,UN,16,strong,QUENCH,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,261,261,190,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.554725,,,,,,,,0.554725,1,,,,,,82,WORD,UN,33,result,STIGMA,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,262,262,141,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.55502,,,,,,,,0.55502,1,,,,,,245,NW,"ID",16,anougs,ANOUGS,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,263,263,304,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.700095,,,,,,,,0.700095,1,,,,,,249,NW,"ID",16,batrol,BATROL,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,264,264,308,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.516105,,,,,,,,0.516105,1,,,,,,81,WORD,UN,33,stigma,FRIEND,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,265,265,140,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.63522,,,,,,,,0.63522,1,,,,,,196,WORD,"ID",33,credit,CREDIT,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,266,266,15,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.60063,,,,,,,,0.60063,1,,,,,,397,NW,UN,16,blunde,CAMBLE,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,267,267,456,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.57606,,,,,,,,0.57606,1,,,,,,383,NW,UN,16,guesco,AUNGRE,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,268,268,442,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.533315,,,,,,,,0.533315,1,,,,,,77,WORD,UN,33,column,RACKET,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,269,269,136,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.57765,,,,,,,,0.57765,1,,,,,,306,NW,UN,33,kirafe,SOUNGE,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,270,270,365,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.61679,,,,,,,,0.61679,1,,,,,,311,NW,UN,33,nerawl,SPROLY,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,271,271,370,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,1.234095,,,,,,,,1.234095,1,,,,,,128,WORD,UN,16,marvel,SENIOR,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,272,272,187,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.71501,,,,,,,,0.71501,1,,,,,,263,NW,"ID",16,dolica,DOLICA,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,273,273,322,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.47159,,,,,,,,0.47159,1,,,,,,464,NW,"ID",33,chaite,CHAITE,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,274,274,283,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.53156,,,,,,,,0.53156,1,,,,,,279,NW,"ID",16,celond,CELOND,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,275,275,338,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.55023,,,,,,,,0.55023,1,,,,,,10,WORD,"ID",16,ethnic,ETHNIC,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,276,276,69,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.707665,,,,,,,,0.707665,1,,,,,,218,WORD,"ID",33,shrink,SHRINK,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,277,277,37,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50497,,,,,,,,0.50497,1,,,,,,186,WORD,"ID",33,portal,PORTAL,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,278,278,5,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.50847,,,,,,,,0.50847,1,,,,,,102,WORD,UN,33,bounce,DIRECT,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,279,279,161,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.541215,,,,,,,,0.541215,1,,,,,,57,WORD,"ID",16,change,CHANGE,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,280,280,116,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.464495,,,,,,,,0.464495,1,,,,,,117,WORD,UN,33,flight,BRANCH,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,281,281,176,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.5265,,,,,,,,0.5265,1,,,,,,403,NW,UN,16,cluirm,BRUATS,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,282,282,462,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.519955,,,,,,,,0.519955,1,,,,,,172,WORD,UN,16,shower,PATROL,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,283,283,231,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.67154,,,,,,,,0.67154,1,,,,,,340,NW,UN,33,myrtie,FIATCH,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,284,284,399,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.635095,,,,,,,,0.635095,1,,,,,,221,WORD,"ID",33,mascot,MASCOT,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,285,285,40,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.616465,,,,,,,,0.616465,1,,,,,,53,WORD,"ID",16,police,POLICE,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,286,286,112,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.524265,,,,,,,,0.524265,1,,,,,,17,WORD,"ID",16,charge,CHARGE,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,287,287,76,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.56326,,,,,,,,0.56326,1,,,,,,272,NW,"ID",16,damilt,DAMILT,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,288,288,331,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.618615,,,,,,,,0.618615,1,,,,,,405,NW,UN,16,nouply,FLUMNI,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,289,289,464,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.539115,,,,,,,,0.539115,1,,,,,,386,NW,UN,16,gronce,ANCUST,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,290,290,445,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.48365,,,,,,,,0.48365,1,,,,,,61,WORD,UN,33,region,PONDER,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,291,291,120,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.447305,,,,,,,,0.447305,1,,,,,,174,WORD,UN,16,fabric,TURKEY,m,,,,,,0.021993885,-0.418646141,0,0,0,,0,292,292,233,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.564965,,,,,,,,0.564965,1,,,,,,414,NW,UN,16,higsta,SERBOL,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,293,293,473,1,
,,,,,,,,,,,,,,,,,,5f3598f48853aa595c6733e2,2020-11-26_17h02.24.705,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.550965,,,,,,,,0.550965,1,,,,,,353,NW,UN,33,virlex,CLUREY,z,,,,,,0.021993885,-0.418646141,0,0,0,,0,294,294,412,1,
