counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.711015,0,,,,,,111,WORD,"ID",33,induce,INDUCE,m,0.711015,,,,,,-0.016666667,-0.238888889,0,0,0,,0,214,214,50,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.616745,1,,,,,,60,WORD,UN,16,fright,PENCIL,m,0.616745,,,,,,-0.016666667,-0.238888889,0,0,0,,0,215,215,239,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.66681,1,,,,,,55,WORD,UN,16,ambush,STROKE,m,0.66681,,,,,,-0.016666667,-0.238888889,0,0,0,,0,216,216,234,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.772115,1,,,,,,318,NW,"ID",33,reagly,REAGLY,z,0.772115,,,,,,-0.016666667,-0.238888889,0,0,0,,0,217,217,257,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.954395,0,,,,,,248,NW,UN,16,batrol,STROLE,z,0.954395,,,,,,-0.016666667,-0.238888889,0,0,0,,0,218,218,427,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.62122,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,0.62122,,,,,,-0.016666667,-0.238888889,0,0,0,,0,219,219,15,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.62122,-1,,,,,,232,WORD,UN,33,nature,INJECT,m,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,220,220,171,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.451985,1,,,,,,78,WORD,"ID",33,column,COLUMN,m,0.451985,,,,,,-0.016666667,-0.238888889,0,0,0,,0,221,221,17,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.454515,1,,,,,,154,WORD,"ID",16,author,AUTHOR,m,0.454515,,,,,,-0.016666667,-0.238888889,0,0,0,,0,222,222,93,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.667045,1,,,,,,411,NW,"ID",16,orchin,ORCHIN,z,0.667045,,,,,,-0.016666667,-0.238888889,0,0,0,,0,223,223,350,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,1.14608,0,,,,,,141,WORD,"ID",16,orphan,ORPHAN,m,1.14608,,,,,,-0.016666667,-0.238888889,0,0,0,,0,224,224,80,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.333495,0,,,,,,392,NW,"ID",16,rouncy,ROUNCY,z,1.333495,,,,,,-0.016666667,-0.238888889,0,0,0,,0,225,225,331,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.6207,1,,,,,,80,WORD,"ID",33,family,FAMILY,m,0.6207,,,,,,-0.016666667,-0.238888889,0,0,0,,0,226,226,19,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.41035,1,,,,,,139,WORD,"ID",16,debris,DEBRIS,m,1.41035,,,,,,-0.016666667,-0.238888889,0,0,0,,0,227,227,78,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.566685,1,,,,,,174,WORD,"ID",16,turkey,TURKEY,m,0.566685,,,,,,-0.016666667,-0.238888889,0,0,0,,0,228,228,113,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.96748,0,,,,,,421,NW,UN,33,alcoud,KNISMA,z,0.96748,,,,,,-0.016666667,-0.238888889,0,0,0,,0,229,229,360,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.792295,1,,,,,,348,NW,"ID",33,dumple,DUMPLE,z,0.792295,,,,,,-0.016666667,-0.238888889,0,0,0,,0,230,230,287,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.700145,1,,,,,,404,NW,"ID",16,cluirm,CLUIRM,z,0.700145,,,,,,-0.016666667,-0.238888889,0,0,0,,0,231,231,343,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.766755,1,,,,,,241,NW,UN,16,unwert,SMENCO,z,0.766755,,,,,,-0.016666667,-0.238888889,0,0,0,,0,232,232,420,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.729305,1,,,,,,268,NW,UN,16,orchet,PACKES,z,0.729305,,,,,,-0.016666667,-0.238888889,0,0,0,,0,233,233,447,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.535045,1,,,,,,21,WORD,UN,16,jockey,SIMPLE,m,0.535045,,,,,,-0.016666667,-0.238888889,0,0,0,,0,234,234,200,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.05204,1,,,,,,336,NW,"ID",33,ghodus,GHODUS,z,1.05204,,,,,,-0.016666667,-0.238888889,0,0,0,,0,235,235,275,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.67142,1,,,,,,288,NW,UN,16,starby,YACEUP,z,0.67142,,,,,,-0.016666667,-0.238888889,0,0,0,,0,236,236,467,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.594145,0,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,1.594145,,,,,,-0.016666667,-0.238888889,0,0,0,,0,237,237,381,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.629395,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,0.629395,,,,,,-0.016666667,-0.238888889,0,0,0,,0,238,238,146,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.73848,1,,,,,,355,NW,"ID",33,zingly,ZINGLY,z,0.73848,,,,,,-0.016666667,-0.238888889,0,0,0,,0,239,239,294,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.026045,1,,,,,,238,WORD,UN,33,behalf,FLOWER,m,1.026045,,,,,,-0.016666667,-0.238888889,0,0,0,,0,240,240,177,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.08337,1,,,,,,131,WORD,"ID",16,quench,QUENCH,m,1.08337,,,,,,-0.016666667,-0.238888889,0,0,0,space,0,241,241,70,1,,6.89968
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.01685,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,1.01685,,,,,,-0.016666667,-0.238888889,0,0,0,,0,242,242,151,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.16729,1,,,,,,420,NW,"ID",16,gushop,GUSHOP,z,1.16729,,,,,,-0.016666667,-0.238888889,0,0,0,,0,243,243,359,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.67403,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,0.67403,,,,,,-0.016666667,-0.238888889,0,0,0,,0,244,244,167,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.65496,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,0.65496,,,,,,-0.016666667,-0.238888889,0,0,0,,0,245,245,290,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.633515,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,0.633515,,,,,,-0.016666667,-0.238888889,0,0,0,,0,246,246,14,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.02428,1,,,,,,230,WORD,UN,33,mother,FRINGE,m,1.02428,,,,,,-0.016666667,-0.238888889,0,0,0,,0,247,247,169,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.794865,1,,,,,,453,NW,UN,33,scouge,BOLVIS,z,0.794865,,,,,,-0.016666667,-0.238888889,0,0,0,,0,248,248,392,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.59437,1,,,,,,145,WORD,"ID",16,parish,PARISH,m,0.59437,,,,,,-0.016666667,-0.238888889,0,0,0,,0,249,249,84,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.722965,1,,,,,,15,WORD,UN,16,faucet,AMOUNT,m,0.722965,,,,,,-0.016666667,-0.238888889,0,0,0,,0,250,250,194,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.65066,0,,,,,,198,WORD,UN,33,invoke,WICKED,m,0.65066,,,,,,-0.016666667,-0.238888889,0,0,0,,0,251,251,137,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.28712,0,,,,,,456,NW,UN,33,wanigh,BROGET,z,1.28712,,,,,,-0.016666667,-0.238888889,0,0,0,,0,252,252,395,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.05111,1,,,,,,274,NW,UN,16,sleirt,FUMBLO,z,1.05111,,,,,,-0.016666667,-0.238888889,0,0,0,,0,253,253,453,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.28348,0,,,,,,260,NW,UN,16,stunch,UNJECT,z,1.28348,,,,,,-0.016666667,-0.238888889,0,0,0,,0,254,254,439,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.266845,0,,,,,,345,NW,"ID",33,absend,ABSEND,z,1.266845,,,,,,-0.016666667,-0.238888889,0,0,0,,0,255,255,284,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.6866,0,,,,,,374,NW,"ID",16,sliant,SLIANT,z,1.6866,,,,,,-0.016666667,-0.238888889,0,0,0,,0,256,256,313,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.78337,1,,,,,,29,WORD,UN,16,orient,SKETCH,m,0.78337,,,,,,-0.016666667,-0.238888889,0,0,0,,0,257,257,208,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.017385,1,,,,,,315,NW,"ID",33,laston,LASTON,z,1.017385,,,,,,-0.016666667,-0.238888889,0,0,0,,0,258,258,254,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.61917,0,,,,,,449,NW,UN,33,phrect,BRUNGE,z,0.61917,,,,,,-0.016666667,-0.238888889,0,0,0,,0,259,259,388,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.63344,1,,,,,,128,WORD,"ID",16,senior,SENIOR,m,1.63344,,,,,,-0.016666667,-0.238888889,0,0,0,,0,260,260,67,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.346875,1,,,,,,244,NW,UN,16,anougs,EATRIC,z,1.346875,,,,,,-0.016666667,-0.238888889,0,0,0,,0,261,261,423,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.346875,-1,,,,,,389,NW,"ID",16,witmer,WITMER,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,262,262,328,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.00134,1,,,,,,252,NW,UN,16,resait,STAPOD,z,1.00134,,,,,,-0.016666667,-0.238888889,0,0,0,,0,263,263,431,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.86139,1,,,,,,27,WORD,UN,16,comedy,SCREAM,m,0.86139,,,,,,-0.016666667,-0.238888889,0,0,0,,0,264,264,206,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.643765,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,0.643765,,,,,,-0.016666667,-0.238888889,0,0,0,,0,265,265,210,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.860775,0,,,,,,61,WORD,"ID",33,ponder,PONDER,m,0.860775,,,,,,-0.016666667,-0.238888889,0,0,0,,0,266,266,0,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.604235,1,,,,,,119,WORD,"ID",33,spider,SPIDER,m,0.604235,,,,,,-0.016666667,-0.238888889,0,0,0,,0,267,267,58,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.841635,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,0.841635,,,,,,-0.016666667,-0.238888889,0,0,0,,0,268,268,3,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.74466,1,,,,,,180,WORD,"ID",16,silent,SILENT,m,0.74466,,,,,,-0.016666667,-0.238888889,0,0,0,,0,269,269,119,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.81737,1,,,,,,272,NW,UN,16,sortel,DAMILT,z,0.81737,,,,,,-0.016666667,-0.238888889,0,0,0,,0,270,270,451,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.601745,1,,,,,,171,WORD,"ID",16,depart,DEPART,m,0.601745,,,,,,-0.016666667,-0.238888889,0,0,0,,0,271,271,110,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.601745,-1,,,,,,393,NW,"ID",16,ganous,GANOUS,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,272,272,332,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.77695,1,,,,,,191,WORD,UN,33,beacon,STABLE,m,0.77695,,,,,,-0.016666667,-0.238888889,0,0,0,,0,273,273,130,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.202875,0,,,,,,335,NW,"ID",33,desion,DESION,z,1.202875,,,,,,-0.016666667,-0.238888889,0,0,0,,0,274,274,274,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.652205,1,,,,,,30,WORD,UN,16,weapon,ORIENT,m,0.652205,,,,,,-0.016666667,-0.238888889,0,0,0,,0,275,275,209,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.140215,1,,,,,,365,NW,"ID",16,guairt,GUAIRT,z,1.140215,,,,,,-0.016666667,-0.238888889,0,0,0,,0,276,276,304,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.95702,1,,,,,,402,NW,"ID",16,syntic,SYNTIC,z,0.95702,,,,,,-0.016666667,-0.238888889,0,0,0,,0,277,277,341,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.821075,1,,,,,,91,WORD,"ID",33,expand,EXPAND,m,0.821075,,,,,,-0.016666667,-0.238888889,0,0,0,,0,278,278,30,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.57776,1,,,,,,267,NW,UN,16,packes,PASINK,z,1.57776,,,,,,-0.016666667,-0.238888889,0,0,0,,0,279,279,446,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.702405,0,,,,,,181,WORD,UN,33,winter,GLANCE,m,0.702405,,,,,,-0.016666667,-0.238888889,0,0,0,,0,280,280,120,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,1.83895,0,,,,,,328,NW,"ID",33,broake,BROAKE,z,1.83895,,,,,,-0.016666667,-0.238888889,0,0,0,,0,281,281,267,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.683425,1,,,,,,37,WORD,UN,16,powder,INSULT,m,0.683425,,,,,,-0.016666667,-0.238888889,0,0,0,,0,282,282,216,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.890005,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,0.890005,,,,,,-0.016666667,-0.238888889,0,0,0,,0,283,283,49,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.94248,1,,,,,,58,WORD,UN,16,splint,FOSTER,m,0.94248,,,,,,-0.016666667,-0.238888889,0,0,0,,0,284,284,237,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.94248,-1,,,,,,249,NW,UN,16,milted,BATROL,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,285,285,428,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.90643,1,,,,,,270,NW,UN,16,aubrid,WRIMSY,z,0.90643,,,,,,-0.016666667,-0.238888889,0,0,0,,0,286,286,449,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.888845,1,,,,,,188,WORD,UN,33,censor,SOCIAL,m,0.888845,,,,,,-0.016666667,-0.238888889,0,0,0,,0,287,287,127,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.550135,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,1.550135,,,,,,-0.016666667,-0.238888889,0,0,0,,0,288,288,403,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.820745,1,,,,,,477,NW,UN,33,lobush,PHOTIE,z,0.820745,,,,,,-0.016666667,-0.238888889,0,0,0,,0,289,289,416,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.778385,1,,,,,,155,WORD,"ID",16,lizard,LIZARD,m,0.778385,,,,,,-0.016666667,-0.238888889,0,0,0,,0,290,290,94,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.11168,1,,,,,,89,WORD,"ID",33,permit,PERMIT,m,1.11168,,,,,,-0.016666667,-0.238888889,0,0,0,,0,291,291,28,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,1.11168,-1,,,,,,332,NW,"ID",33,vangue,VANGUE,z,,,,,,,-0.016666667,-0.238888889,0,0,0,,0,292,292,271,1,,
,,,,,,,,,,,,,,,,,,5f511be28ba7012e8c040f50,2020-11-27_12h06.35.675,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.684505,0,,,,,,417,NW,"ID",16,earoud,EAROUD,z,0.684505,,,,,,-0.016666667,-0.238888889,0,0,0,,0,293,293,356,1,,
