counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.592105,1,,,,,,175,WORD,"ID",16,fabric,FABRIC,m,0.592105,,,,,,0.030798197,-0.400861104,0,0,0,,0,208,208,114,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.572615,1,,,,,,459,NW,UN,33,mingar,BAFENT,z,0.572615,,,,,,0.030798197,-0.400861104,0,0,0,,0,209,209,398,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.541075,1,,,,,,302,NW,"ID",33,miluer,MILUER,z,0.541075,,,,,,0.030798197,-0.400861104,0,0,0,,0,210,210,241,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.65311,1,,,,,,394,NW,"ID",16,spaqux,SPAQUX,z,0.65311,,,,,,0.030798197,-0.400861104,0,0,0,,0,211,211,333,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.559285,1,,,,,,415,NW,"ID",16,higsta,HIGSTA,z,0.559285,,,,,,0.030798197,-0.400861104,0,0,0,,0,212,212,354,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.61116,1,,,,,,369,NW,"ID",16,wronch,WRONCH,z,0.61116,,,,,,0.030798197,-0.400861104,0,0,0,,0,213,213,308,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.6832,1,,,,,,288,NW,UN,16,starby,YACEUP,z,0.6832,,,,,,0.030798197,-0.400861104,0,0,0,,0,214,214,467,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.558635,1,,,,,,207,WORD,UN,33,hockey,WREATH,m,0.558635,,,,,,0.030798197,-0.400861104,0,0,0,,0,215,215,146,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.60368,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,0.60368,,,,,,0.030798197,-0.400861104,0,0,0,,0,216,216,55,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.608755,1,,,,,,426,NW,UN,33,schind,URIVEL,z,0.608755,,,,,,0.030798197,-0.400861104,0,0,0,,0,217,217,365,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.590855,1,,,,,,262,NW,UN,16,dolica,QUILEW,z,0.590855,,,,,,0.030798197,-0.400861104,0,0,0,,0,218,218,441,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.535745,1,,,,,,399,NW,"ID",16,fouret,FOURET,z,0.535745,,,,,,0.030798197,-0.400861104,0,0,0,,0,219,219,338,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.535545,1,,,,,,128,WORD,"ID",16,senior,SENIOR,m,0.535545,,,,,,0.030798197,-0.400861104,0,0,0,,0,220,220,67,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.73936,1,,,,,,425,NW,UN,33,urivel,FRUDGE,z,0.73936,,,,,,0.030798197,-0.400861104,0,0,0,,0,221,221,364,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.62134,1,,,,,,12,WORD,UN,16,strive,ORANGE,m,0.62134,,,,,,0.030798197,-0.400861104,0,0,0,,0,222,222,191,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.60559,1,,,,,,476,NW,UN,33,photie,JOSTED,z,0.60559,,,,,,0.030798197,-0.400861104,0,0,0,,0,223,223,415,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.55096,1,,,,,,38,WORD,UN,16,insect,POWDER,m,0.55096,,,,,,0.030798197,-0.400861104,0,0,0,,0,224,224,217,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.62248,1,,,,,,384,NW,"ID",16,guesco,GUESCO,z,0.62248,,,,,,0.030798197,-0.400861104,0,0,0,,0,225,225,323,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.6175,1,,,,,,221,WORD,UN,33,hinder,MASCOT,m,0.6175,,,,,,0.030798197,-0.400861104,0,0,0,,0,226,226,160,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.55223,1,,,,,,1,WORD,UN,16,ethnic,FRIGHT,m,0.55223,,,,,,0.030798197,-0.400861104,0,0,0,,0,227,227,180,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.53293,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,0.53293,,,,,,0.030798197,-0.400861104,0,0,0,,0,228,228,51,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.62132,1,,,,,,393,NW,"ID",16,ganous,GANOUS,z,0.62132,,,,,,0.030798197,-0.400861104,0,0,0,,0,229,229,332,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.553,1,,,,,,358,NW,"ID",33,fleack,FLEACK,z,0.553,,,,,,0.030798197,-0.400861104,0,0,0,,0,230,230,297,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.56139,1,,,,,,20,WORD,UN,16,simple,BREAST,m,0.56139,,,,,,0.030798197,-0.400861104,0,0,0,,0,231,231,199,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.582485,1,,,,,,336,NW,"ID",33,ghodus,GHODUS,z,0.582485,,,,,,0.030798197,-0.400861104,0,0,0,,0,232,232,275,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.568605,1,,,,,,34,WORD,UN,16,socket,JUNGLE,m,0.568605,,,,,,0.030798197,-0.400861104,0,0,0,,0,233,233,213,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.58812,1,,,,,,203,WORD,UN,33,burden,PHRASE,m,0.58812,,,,,,0.030798197,-0.400861104,0,0,0,,0,234,234,142,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.72778,1,,,,,,458,NW,UN,33,hocite,BARCET,z,0.72778,,,,,,0.030798197,-0.400861104,0,0,0,,0,235,235,397,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.48815,1,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,0.48815,,,,,,0.030798197,-0.400861104,0,0,0,,0,236,236,54,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.5619,1,,,,,,370,NW,"ID",16,sleact,SLEACT,z,0.5619,,,,,,0.030798197,-0.400861104,0,0,0,,0,237,237,309,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.657735,1,,,,,,191,WORD,UN,33,beacon,STABLE,m,0.657735,,,,,,0.030798197,-0.400861104,0,0,0,,0,238,238,130,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.471915,1,,,,,,210,WORD,UN,33,infect,MONKEY,m,0.471915,,,,,,0.030798197,-0.400861104,0,0,0,,0,239,239,149,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.578115,1,,,,,,126,WORD,"ID",16,enough,ENOUGH,m,0.578115,,,,,,0.030798197,-0.400861104,0,0,0,,0,240,240,65,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.647595,1,,,,,,239,WORD,UN,33,forest,LUMBER,m,0.647595,,,,,,0.015558402,-0.41894412,1,0,0,,0,241,241,178,1,break_done_button,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.619795,1,,,,,,43,WORD,UN,16,foster,TONGUE,m,0.619795,,,,,,0.015558402,-0.41894412,0,0,0,,0,242,242,222,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.52602,1,,,,,,23,WORD,UN,16,praise,WEALTH,m,0.52602,,,,,,0.015558402,-0.41894412,0,0,0,,0,243,243,202,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.63723,1,,,,,,58,WORD,UN,16,splint,FOSTER,m,0.63723,,,,,,0.015558402,-0.41894412,0,0,0,,0,244,244,237,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.559245,1,,,,,,382,NW,"ID",16,sarley,SARLEY,z,0.559245,,,,,,0.015558402,-0.41894412,0,0,0,,0,245,245,321,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.532415,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,0.532415,,,,,,0.015558402,-0.41894412,0,0,0,,0,246,246,406,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.526965,1,,,,,,381,NW,"ID",16,huniek,HUNIEK,z,0.526965,,,,,,0.015558402,-0.41894412,0,0,0,,0,247,247,320,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.546235,1,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,0.546235,,,,,,0.015558402,-0.41894412,0,0,0,,0,248,248,259,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.45324,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,0.45324,,,,,,0.015558402,-0.41894412,0,0,0,,0,249,249,247,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.538965,1,,,,,,69,WORD,"ID",33,plenty,PLENTY,m,0.538965,,,,,,0.015558402,-0.41894412,0,0,0,,0,250,250,8,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.520955,1,,,,,,259,NW,UN,16,unject,SOUDAL,z,0.520955,,,,,,0.015558402,-0.41894412,0,0,0,,0,251,251,438,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.504445,1,,,,,,414,NW,"ID",16,serbol,SERBOL,z,0.504445,,,,,,0.015558402,-0.41894412,0,0,0,,0,252,252,353,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.50124,1,,,,,,264,NW,UN,16,distar,VACKEL,z,0.50124,,,,,,0.015558402,-0.41894412,0,0,0,,0,253,253,443,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.52142,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,0.52142,,,,,,0.015558402,-0.41894412,0,0,0,,0,254,254,36,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.51565,1,,,,,,464,NW,UN,33,whivex,CHAITE,z,0.51565,,,,,,0.015558402,-0.41894412,0,0,0,,0,255,255,403,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.512235,1,,,,,,182,WORD,UN,33,absent,WINTER,m,0.512235,,,,,,0.015558402,-0.41894412,0,0,0,,0,256,256,121,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.536135,1,,,,,,180,WORD,"ID",16,silent,SILENT,m,0.536135,,,,,,0.015558402,-0.41894412,0,0,0,,0,257,257,119,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.503665,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,0.503665,,,,,,0.015558402,-0.41894412,0,0,0,,0,258,258,269,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.576175,1,,,,,,160,WORD,"ID",16,violet,VIOLET,m,0.576175,,,,,,0.015558402,-0.41894412,0,0,0,,0,259,259,99,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.573315,1,,,,,,479,NW,UN,33,crible,LOBUSH,z,0.573315,,,,,,0.015558402,-0.41894412,0,0,0,,0,260,260,418,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.77713,1,,,,,,348,NW,"ID",33,dumple,DUMPLE,z,0.77713,,,,,,0.015558402,-0.41894412,0,0,0,,0,261,261,287,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.582845,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,0.582845,,,,,,0.015558402,-0.41894412,0,0,0,,0,262,262,140,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.55475,1,,,,,,374,NW,"ID",16,sliant,SLIANT,z,0.55475,,,,,,0.015558402,-0.41894412,0,0,0,,0,263,263,313,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.653425,1,,,,,,215,WORD,UN,33,lumber,PHOBIA,m,0.653425,,,,,,0.015558402,-0.41894412,0,0,0,,0,264,264,154,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.5983,1,,,,,,161,WORD,"ID",16,pastor,PASTOR,m,0.5983,,,,,,0.015558402,-0.41894412,0,0,0,,0,265,265,100,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.59272,1,,,,,,363,NW,"ID",16,breali,BREALI,z,0.59272,,,,,,0.015558402,-0.41894412,0,0,0,,0,266,266,302,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.59874,1,,,,,,317,NW,"ID",33,worbal,WORBAL,z,0.59874,,,,,,0.015558402,-0.41894412,0,0,0,,0,267,267,256,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.61552,1,,,,,,226,WORD,UN,33,flower,CASINO,m,0.61552,,,,,,0.015558402,-0.41894412,0,0,0,,0,268,268,165,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.650135,1,,,,,,287,NW,UN,16,yaceup,NYMBEL,z,0.650135,,,,,,0.015558402,-0.41894412,0,0,0,,0,269,269,466,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.5882,1,,,,,,17,WORD,UN,16,humble,CHARGE,m,0.5882,,,,,,0.015558402,-0.41894412,0,0,0,,0,270,270,196,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.608385,1,,,,,,199,WORD,UN,33,plague,INVOKE,m,0.608385,,,,,,0.015558402,-0.41894412,0,0,0,,0,271,271,138,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.582635,1,,,,,,279,NW,UN,16,curbol,CELOND,z,0.582635,,,,,,0.015558402,-0.41894412,0,0,0,,0,272,272,458,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.72172,1,,,,,,397,NW,"ID",16,camble,CAMBLE,z,0.72172,,,,,,0.015558402,-0.41894412,0,0,0,,0,273,273,336,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.467555,1,,,,,,395,NW,"ID",16,colury,COLURY,z,0.467555,,,,,,0.015558402,-0.41894412,0,0,0,,0,274,274,334,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.465395,1,,,,,,430,NW,UN,33,chrums,CAROEY,z,0.465395,,,,,,0.015558402,-0.41894412,0,0,0,,0,275,275,369,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.48684,1,,,,,,325,NW,"ID",33,thruse,THRUSE,z,0.48684,,,,,,0.015558402,-0.41894412,0,0,0,,0,276,276,264,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.526325,1,,,,,,283,NW,UN,16,shaple,VERALF,z,0.526325,,,,,,0.015558402,-0.41894412,0,0,0,,0,277,277,462,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.525435,1,,,,,,6,WORD,UN,16,anchor,BUNDLE,m,0.525435,,,,,,0.015558402,-0.41894412,0,0,0,,0,278,278,185,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.514935,1,,,,,,106,WORD,"ID",33,ransom,RANSOM,m,0.514935,,,,,,0.015558402,-0.41894412,0,0,0,,0,279,279,45,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.492535,1,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,0.492535,,,,,,0.015558402,-0.41894412,0,0,0,,0,280,280,52,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.533535,0,,,,,,176,WORD,"ID",16,strife,STRIFE,m,0.533535,,,,,,0.015558402,-0.41894412,0,0,0,,0,281,281,115,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.553145,1,,,,,,35,WORD,UN,16,vanish,SOCKET,m,0.553145,,,,,,0.015558402,-0.41894412,0,0,0,,0,282,282,214,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.603845,1,,,,,,192,WORD,UN,33,object,PLAGUE,m,0.603845,,,,,,0.015558402,-0.41894412,0,0,0,,0,283,283,131,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.553565,1,,,,,,107,WORD,"ID",33,slogan,SLOGAN,m,0.553565,,,,,,0.015558402,-0.41894412,0,0,0,,0,284,284,46,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.58405,1,,,,,,449,NW,UN,33,phrect,BRUNGE,z,0.58405,,,,,,0.015558402,-0.41894412,0,0,0,,0,285,285,388,1,,
