counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.45,1,,,,,,175,WORD,"ID",16,fabric,FABRIC,m,0.45,,,,,,0.072222222,-0.141666667,0,0,0,,0,211,211,114,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.45,0,,,,,,350,NW,"ID",33,nagurs,NAGURS,z,0.45,,,,,,0.072222222,-0.141666667,0,0,0,,0,212,212,289,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.48,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,0.48,,,,,,0.072222222,-0.141666667,0,0,0,,0,213,213,386,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.621,0,,,,,,245,NW,UN,16,piaton,ANOUGS,z,0.621,,,,,,0.072222222,-0.141666667,0,0,0,,0,214,214,424,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.353,1,,,,,,477,NW,UN,33,lobush,PHOTIE,z,0.353,,,,,,0.072222222,-0.141666667,0,0,0,,0,215,215,416,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.573,1,,,,,,116,WORD,"ID",33,tumble,TUMBLE,m,0.573,,,,,,0.072222222,-0.141666667,0,0,0,,0,216,216,55,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.574,0,,,,,,326,NW,"ID",33,iguade,IGUADE,z,0.574,,,,,,0.072222222,-0.141666667,0,0,0,,0,217,217,265,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.289,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,0.289,,,,,,0.072222222,-0.141666667,0,0,0,,0,218,218,247,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.53,0,,,,,,241,NW,UN,16,unwert,SMENCO,z,0.53,,,,,,0.072222222,-0.141666667,0,0,0,,0,219,219,420,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.355,0,,,,,,104,WORD,"ID",33,studio,STUDIO,m,0.355,,,,,,0.072222222,-0.141666667,0,0,0,,0,220,220,43,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.774,0,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,0.774,,,,,,0.072222222,-0.141666667,0,0,0,,0,221,221,285,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.704,1,,,,,,67,WORD,"ID",33,policy,POLICY,m,0.704,,,,,,0.072222222,-0.141666667,0,0,0,,0,222,222,6,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.711,1,,,,,,233,WORD,UN,33,clumsy,NATURE,m,0.711,,,,,,0.072222222,-0.141666667,0,0,0,,0,223,223,172,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.913,1,,,,,,359,NW,"ID",33,fonver,FONVER,z,0.913,,,,,,0.072222222,-0.141666667,0,0,0,,0,224,224,298,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.65,0,,,,,,186,WORD,UN,33,course,PORTAL,m,0.65,,,,,,0.072222222,-0.141666667,0,0,0,,0,225,225,125,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.83,0,,,,,,36,WORD,UN,16,insult,VANISH,m,0.83,,,,,,0.072222222,-0.141666667,0,0,0,,0,226,226,215,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.695,1,,,,,,28,WORD,UN,16,sketch,COMEDY,m,0.695,,,,,,0.072222222,-0.141666667,0,0,0,,0,227,227,207,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.613,0,,,,,,418,NW,"ID",16,suidle,SUIDLE,z,0.613,,,,,,0.072222222,-0.141666667,0,0,0,,0,228,228,357,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.827,0,,,,,,54,WORD,UN,16,stroke,RAMBLE,m,0.827,,,,,,0.072222222,-0.141666667,0,0,0,,0,229,229,233,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.72,0,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,0.72,,,,,,0.072222222,-0.141666667,0,0,0,,0,230,230,246,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.969,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,0.969,,,,,,0.072222222,-0.141666667,0,0,0,,0,231,231,417,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.825,1,,,,,,167,WORD,"ID",16,design,DESIGN,m,0.825,,,,,,0.072222222,-0.141666667,0,0,0,,0,232,232,106,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.687,0,,,,,,280,NW,UN,16,melaty,CURBOL,z,0.687,,,,,,0.072222222,-0.141666667,0,0,0,,0,233,233,459,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.687,1,,,,,,120,WORD,"ID",33,strain,STRAIN,m,0.687,,,,,,0.072222222,-0.141666667,0,0,0,,0,234,234,59,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.473,0,,,,,,2,WORD,UN,16,knight,BRIDGE,m,0.473,,,,,,0.072222222,-0.141666667,0,0,0,,0,235,235,181,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.402,0,,,,,,338,NW,"ID",33,wreash,WREASH,z,0.402,,,,,,0.072222222,-0.141666667,0,0,0,,0,236,236,277,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.453,0,,,,,,258,NW,UN,16,soudal,POLUTH,z,0.453,,,,,,0.072222222,-0.141666667,0,0,0,,0,237,237,437,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.467,0,,,,,,56,WORD,UN,16,change,AMBUSH,m,0.467,,,,,,0.072222222,-0.141666667,0,0,0,,0,238,238,235,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.395,0,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,0.395,,,,,,0.072222222,-0.141666667,0,0,0,,0,239,239,279,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.575,0,,,,,,454,NW,UN,33,tondle,SCOUGE,z,0.575,,,,,,0.072222222,-0.141666667,0,0,0,,0,240,240,393,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.721,0,,,,,,416,NW,"ID",16,pathel,PATHEL,z,0.721,,,,,,0.048148148,-0.419444444,0,0,0,space,0,241,241,355,1,26.752
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.989,1,,,,,,304,NW,"ID",33,cludie,CLUDIE,z,0.989,,,,,,0.048148148,-0.419444444,0,0,0,,0,242,242,243,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.636,0,,,,,,347,NW,"ID",33,kerift,KERIFT,z,0.636,,,,,,0.048148148,-0.419444444,0,0,0,,0,243,243,286,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.344,0,,,,,,124,WORD,"ID",16,blouse,BLOUSE,m,0.344,,,,,,0.048148148,-0.419444444,0,0,0,,0,244,244,63,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.665,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,0.665,,,,,,0.048148148,-0.419444444,0,0,0,,0,245,245,141,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.706,1,,,,,,76,WORD,"ID",33,exotic,EXOTIC,m,0.706,,,,,,0.048148148,-0.419444444,0,0,0,,0,246,246,15,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.691,1,,,,,,87,WORD,"ID",33,filter,FILTER,m,0.691,,,,,,0.048148148,-0.419444444,0,0,0,,0,247,247,26,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.611,0,,,,,,282,NW,UN,16,veralf,PORLEX,z,0.611,,,,,,0.048148148,-0.419444444,0,0,0,,0,248,248,461,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.398,0,,,,,,24,WORD,UN,16,domain,PRAISE,m,0.398,,,,,,0.048148148,-0.419444444,0,0,0,,0,249,249,203,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.53,1,,,,,,20,WORD,UN,16,simple,BREAST,m,0.53,,,,,,0.048148148,-0.419444444,0,0,0,,0,250,250,199,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.717,1,,,,,,161,WORD,"ID",16,pastor,PASTOR,m,0.717,,,,,,0.048148148,-0.419444444,0,0,0,,0,251,251,100,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.693,0,,,,,,97,WORD,"ID",33,client,CLIENT,m,0.693,,,,,,0.048148148,-0.419444444,0,0,0,,0,252,252,36,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.852,1,,,,,,455,NW,UN,33,broget,TONDLE,z,0.852,,,,,,0.048148148,-0.419444444,0,0,0,,0,253,253,394,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.792,1,,,,,,170,WORD,"ID",16,pounce,POUNCE,m,0.792,,,,,,0.048148148,-0.419444444,0,0,0,,0,254,254,109,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.883,0,,,,,,283,NW,UN,16,shaple,VERALF,z,0.883,,,,,,0.048148148,-0.419444444,0,0,0,,0,255,255,462,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.827,0,,,,,,106,WORD,"ID",33,ransom,RANSOM,m,0.827,,,,,,0.048148148,-0.419444444,0,0,0,,0,256,256,45,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.131,1,,,,,,420,NW,"ID",16,gushop,GUSHOP,z,1.131,,,,,,0.048148148,-0.419444444,0,0,0,,0,257,257,359,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.916,0,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,0.916,,,,,,0.048148148,-0.419444444,0,0,0,,0,258,258,52,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.695,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,0.695,,,,,,0.048148148,-0.419444444,0,0,0,,0,259,259,44,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.695,0,,,,,,352,NW,"ID",33,tringe,TRINGE,z,0.695,,,,,,0.048148148,-0.419444444,0,0,0,,0,260,260,291,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.946,1,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,0.946,,,,,,0.048148148,-0.419444444,0,0,0,,0,261,261,175,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.698,1,,,,,,109,WORD,"ID",33,wonder,WONDER,m,0.698,,,,,,0.048148148,-0.419444444,0,0,0,,0,262,262,48,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.779,0,,,,,,69,WORD,"ID",33,plenty,PLENTY,m,0.779,,,,,,0.048148148,-0.419444444,0,0,0,,0,263,263,8,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.884,1,,,,,,209,WORD,UN,33,monkey,SEARCH,m,0.884,,,,,,0.048148148,-0.419444444,0,0,0,,0,264,264,148,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.824,1,,,,,,203,WORD,UN,33,burden,PHRASE,m,0.824,,,,,,0.048148148,-0.419444444,0,0,0,,0,265,265,142,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.114,1,,,,,,334,NW,"ID",33,watmeg,WATMEG,z,1.114,,,,,,0.048148148,-0.419444444,0,0,0,,0,266,266,273,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.14,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,1.14,,,,,,0.048148148,-0.419444444,0,0,0,,0,267,267,474,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.999,0,,,,,,216,WORD,UN,33,liquor,BEHALF,m,0.999,,,,,,0.048148148,-0.419444444,0,0,0,,0,268,268,155,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.687,1,,,,,,72,WORD,"ID",33,bright,BRIGHT,m,0.687,,,,,,0.048148148,-0.419444444,0,0,0,,0,269,269,11,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.996,1,,,,,,422,NW,UN,33,streld,ALCOUD,z,0.996,,,,,,0.048148148,-0.419444444,0,0,0,,0,270,270,361,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.825,1,,,,,,38,WORD,UN,16,insect,POWDER,m,0.825,,,,,,0.048148148,-0.419444444,0,0,0,,0,271,271,217,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.915,1,,,,,,225,WORD,UN,33,casino,VULGAR,m,0.915,,,,,,0.048148148,-0.419444444,0,0,0,,0,272,272,164,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.09,1,,,,,,305,NW,"ID",33,forgle,FORGLE,z,1.09,,,,,,0.048148148,-0.419444444,0,0,0,,0,273,273,244,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.817,1,,,,,,7,WORD,UN,16,abrupt,ANCHOR,m,0.817,,,,,,0.048148148,-0.419444444,0,0,0,,0,274,274,186,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.078,1,,,,,,159,WORD,"ID",16,detail,DETAIL,m,1.078,,,,,,0.048148148,-0.419444444,0,0,0,,0,275,275,98,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.565,0,,,,,,58,WORD,UN,16,splint,FOSTER,m,0.565,,,,,,0.048148148,-0.419444444,0,0,0,,0,276,276,237,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.785,1,,,,,,112,WORD,"ID",33,breath,BREATH,m,0.785,,,,,,0.048148148,-0.419444444,0,0,0,,0,277,277,51,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.633,0,,,,,,432,NW,UN,33,drance,LUNKER,z,0.633,,,,,,0.048148148,-0.419444444,0,0,0,,0,278,278,371,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.749,1,,,,,,297,NW,UN,16,piergy,FERTIC,z,0.749,,,,,,0.048148148,-0.419444444,0,0,0,,0,279,279,476,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.826,0,,,,,,373,NW,"ID",16,bigent,BIGENT,z,0.826,,,,,,0.048148148,-0.419444444,0,0,0,,0,280,280,312,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,1.199,0,,,,,,13,WORD,UN,16,almost,STRIVE,m,1.199,,,,,,0.048148148,-0.419444444,0,0,0,,0,281,281,192,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.846,1,,,,,,257,NW,UN,16,poluth,VENIOD,z,0.846,,,,,,0.048148148,-0.419444444,0,0,0,,0,282,282,436,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.93,0,,,,,,377,NW,"ID",16,injore,INJORE,z,0.93,,,,,,0.048148148,-0.419444444,0,0,0,,0,283,283,316,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.717,1,,,,,,244,NW,UN,16,anougs,EATRIC,z,0.717,,,,,,0.048148148,-0.419444444,0,0,0,,0,284,284,423,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.729,0,,,,,,396,NW,"ID",16,flengy,FLENGY,z,0.729,,,,,,0.048148148,-0.419444444,0,0,0,,0,285,285,335,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.839,1,,,,,,145,WORD,"ID",16,parish,PARISH,m,0.839,,,,,,0.048148148,-0.419444444,0,0,0,,0,286,286,84,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.902,1,,,,,,212,WORD,UN,33,squeal,VERIFY,m,0.902,,,,,,0.048148148,-0.419444444,0,0,0,,0,287,287,151,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.434,0,,,,,,32,WORD,UN,16,scream,BUCKLE,m,0.434,,,,,,0.048148148,-0.419444444,0,0,0,,0,288,288,211,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.854,1,,,,,,10,WORD,UN,16,cruise,ETHNIC,m,0.854,,,,,,0.048148148,-0.419444444,0,0,0,,0,289,289,189,1,
