counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.613,1,,,,,,461,NW,"ID",33,justre,JUSTRE,z,0.613,,,,,,,-0.233072917,-0.328125,0,0,0,,0,219,219,280,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.471,1,,,,,,242,NW,"ID",16,unwert,UNWERT,z,0.471,,,,,,,-0.233072917,-0.328125,0,0,0,,0,220,220,301,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.621,1,,,,,,43,WORD,"ID",16,tongue,TONGUE,m,0.621,,,,,,,-0.233072917,-0.328125,0,0,0,,0,221,221,102,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.636,1,,,,,,90,WORD,UN,33,expand,RELISH,m,0.636,,,,,,,-0.233072917,-0.328125,0,0,0,,0,222,222,149,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.528,1,,,,,,259,NW,"ID",16,soudal,SOUDAL,z,0.528,,,,,,,-0.233072917,-0.328125,0,0,0,,0,223,223,318,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.518,1,,,,,,324,NW,UN,33,thruse,STEIKH,z,0.518,,,,,,,-0.233072917,-0.328125,0,0,0,,0,224,224,383,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.551,1,,,,,,163,WORD,UN,16,market,STRING,m,0.551,,,,,,,-0.233072917,-0.328125,0,0,0,,0,225,225,222,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.565,1,,,,,,97,WORD,UN,33,belong,CLIENT,m,0.565,,,,,,,-0.233072917,-0.328125,0,0,0,,0,226,226,156,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.616,1,,,,,,297,NW,"ID",16,fertic,FERTIC,z,0.616,,,,,,,-0.233072917,-0.328125,0,0,0,,0,227,227,356,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.604,1,,,,,,422,NW,"ID",33,alcoud,ALCOUD,z,0.604,,,,,,,-0.233072917,-0.328125,0,0,0,,0,228,228,241,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.513,1,,,,,,388,NW,UN,16,witmer,CRAGIN,z,0.513,,,,,,,-0.233072917,-0.328125,0,0,0,,0,229,229,447,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.513,1,,,,,,44,WORD,"ID",16,danger,DANGER,m,0.513,,,,,,,-0.233072917,-0.328125,0,0,0,,0,230,230,103,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.601,1,,,,,,148,WORD,UN,16,invade,CUSTOM,m,0.601,,,,,,,-0.233072917,-0.328125,0,0,0,,0,231,231,207,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.763,1,,,,,,1,WORD,"ID",16,fright,FRIGHT,m,0.763,,,,,,,-0.233072917,-0.328125,0,0,0,,0,232,232,60,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.614,1,,,,,,124,WORD,UN,16,nickel,BLOUSE,m,0.614,,,,,,,-0.233072917,-0.328125,0,0,0,,0,233,233,183,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56,1,,,,,,138,WORD,UN,16,debris,MELODY,m,0.56,,,,,,,-0.233072917,-0.328125,0,0,0,,0,234,234,197,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.614,1,,,,,,241,NW,"ID",16,smenco,SMENCO,z,0.614,,,,,,,-0.233072917,-0.328125,0,0,0,,0,235,235,300,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.554,1,,,,,,479,NW,"ID",33,lobush,LOBUSH,z,0.554,,,,,,,-0.233072917,-0.328125,0,0,0,,0,236,236,298,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.513,1,,,,,,311,NW,UN,33,nerawl,SPROLY,z,0.513,,,,,,,-0.233072917,-0.328125,0,0,0,,0,237,237,370,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.544,1,,,,,,39,WORD,"ID",16,insect,INSECT,m,0.544,,,,,,,-0.233072917,-0.328125,0,0,0,,0,238,238,98,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.665,1,,,,,,419,NW,UN,16,gushop,SLOUNT,z,0.665,,,,,,,-0.233072917,-0.328125,0,0,0,,0,239,239,478,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.602,1,,,,,,158,WORD,UN,16,detail,ISLAND,m,0.602,,,,,,,-0.233072917,-0.328125,0,0,0,,0,240,240,217,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.613,1,,,,,,260,NW,"ID",16,unject,UNJECT,z,0.613,,,,,,,-0.233072917,-0.328125,0,0,0,space,0,241,241,319,1,3.915
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.914,1,,,,,,431,NW,"ID",33,chrums,CHRUMS,z,0.914,,,,,,,-0.233072917,-0.328125,0,0,0,,0,242,242,250,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.816,1,,,,,,464,NW,"ID",33,chaite,CHAITE,z,0.816,,,,,,,-0.233072917,-0.328125,0,0,0,,0,243,243,283,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.636,1,,,,,,330,NW,UN,33,gilfew,KENSOM,z,0.636,,,,,,,-0.233072917,-0.328125,0,0,0,,0,244,244,389,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.614,1,,,,,,33,WORD,"ID",16,butler,BUTLER,m,0.614,,,,,,,-0.233072917,-0.328125,0,0,0,,0,245,245,92,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.551,1,,,,,,196,WORD,"ID",33,credit,CREDIT,m,0.551,,,,,,,-0.233072917,-0.328125,0,0,0,,0,246,246,15,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.499,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,0.499,,,,,,,-0.233072917,-0.328125,0,0,0,,0,247,247,38,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.532,1,,,,,,31,WORD,"ID",16,weapon,WEAPON,m,0.532,,,,,,,-0.233072917,-0.328125,0,0,0,,0,248,248,90,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.016,1,,,,,,141,WORD,UN,16,spruce,ORPHAN,m,1.016,,,,,,,-0.233072917,-0.328125,0,0,0,,0,249,249,200,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.605,1,,,,,,476,NW,"ID",33,josted,JOSTED,z,0.605,,,,,,,-0.233072917,-0.328125,0,0,0,,0,250,250,295,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.838,0,,,,,,334,NW,UN,33,desion,WATMEG,z,0.838,,,,,,,-0.233072917,-0.328125,0,0,0,,0,251,251,393,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.642,1,,,,,,477,NW,"ID",33,photie,PHOTIE,z,0.642,,,,,,,-0.233072917,-0.328125,0,0,0,,0,252,252,296,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.579,1,,,,,,215,WORD,"ID",33,phobia,PHOBIA,m,0.579,,,,,,,-0.233072917,-0.328125,0,0,0,,0,253,253,34,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.795,1,,,,,,213,WORD,"ID",33,squeal,SQUEAL,m,0.795,,,,,,,-0.233072917,-0.328125,0,0,0,,0,254,254,32,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.582,1,,,,,,169,WORD,UN,16,pounce,GENIUS,m,0.582,,,,,,,-0.233072917,-0.328125,0,0,0,,0,255,255,228,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.521,1,,,,,,34,WORD,"ID",16,jungle,JUNGLE,m,0.521,,,,,,,-0.233072917,-0.328125,0,0,0,,0,256,256,93,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.6,1,,,,,,151,WORD,UN,16,rocket,MYSTIC,m,0.6,,,,,,,-0.233072917,-0.328125,0,0,0,,0,257,257,210,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.637,1,,,,,,327,NW,UN,33,broake,PLENAC,z,0.637,,,,,,,-0.233072917,-0.328125,0,0,0,,0,258,258,386,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.624,1,,,,,,395,NW,UN,16,flengy,COLURY,z,0.624,,,,,,,-0.233072917,-0.328125,0,0,0,,0,259,259,454,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.579,1,,,,,,12,WORD,"ID",16,orange,ORANGE,m,0.579,,,,,,,-0.233072917,-0.328125,0,0,0,,0,260,260,71,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.988,1,,,,,,168,WORD,UN,16,genius,ANSWER,m,0.988,,,,,,,-0.233072917,-0.328125,0,0,0,,0,261,261,227,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.526,1,,,,,,238,WORD,"ID",33,flower,FLOWER,m,0.526,,,,,,,-0.233072917,-0.328125,0,0,0,,0,262,262,57,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.676,1,,,,,,279,NW,"ID",16,celond,CELOND,z,0.676,,,,,,,-0.233072917,-0.328125,0,0,0,,0,263,263,338,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.564,1,,,,,,409,NW,UN,16,tunory,ELOPIA,z,0.564,,,,,,,-0.233072917,-0.328125,0,0,0,,0,264,264,468,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.565,1,,,,,,253,NW,"ID",16,resait,RESAIT,z,0.565,,,,,,,-0.233072917,-0.328125,0,0,0,,0,265,265,312,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.577,1,,,,,,178,WORD,UN,16,basket,INFORM,m,0.577,,,,,,,-0.233072917,-0.328125,0,0,0,,0,266,266,237,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.694,1,,,,,,75,WORD,UN,33,exotic,TROPHY,m,0.694,,,,,,,-0.233072917,-0.328125,0,0,0,,0,267,267,134,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.516,1,,,,,,329,NW,UN,33,kensom,YARIKE,z,0.516,,,,,,,-0.233072917,-0.328125,0,0,0,,0,268,268,388,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.563,1,,,,,,355,NW,UN,33,othnis,ZINGLY,z,0.563,,,,,,,-0.233072917,-0.328125,0,0,0,,0,269,269,414,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.512,1,,,,,,128,WORD,UN,16,marvel,SENIOR,m,0.512,,,,,,,-0.233072917,-0.328125,0,0,0,,0,270,270,187,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.5,1,,,,,,109,WORD,UN,33,polite,WONDER,m,0.5,,,,,,,-0.233072917,-0.328125,0,0,0,,0,271,271,168,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.468,1,,,,,,220,WORD,"ID",33,voyage,VOYAGE,m,0.468,,,,,,,-0.233072917,-0.328125,0,0,0,,0,272,272,39,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.5,1,,,,,,216,WORD,"ID",33,behalf,BEHALF,m,0.5,,,,,,,-0.233072917,-0.328125,0,0,0,,0,273,273,35,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.512,1,,,,,,80,WORD,UN,33,friend,FAMILY,m,0.512,,,,,,,-0.233072917,-0.328125,0,0,0,,0,274,274,139,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.67,1,,,,,,275,NW,"ID",16,sleirt,SLEIRT,z,0.67,,,,,,,-0.233072917,-0.328125,0,0,0,,0,275,275,334,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.688,1,,,,,,389,NW,UN,16,hatrus,WITMER,z,0.688,,,,,,,-0.233072917,-0.328125,0,0,0,,0,276,276,448,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.513,1,,,,,,100,WORD,UN,33,wrench,CARBON,m,0.513,,,,,,,-0.233072917,-0.328125,0,0,0,,0,277,277,159,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.553,1,,,,,,74,WORD,UN,33,trophy,PLAQUE,m,0.553,,,,,,,-0.233072917,-0.328125,0,0,0,,0,278,278,133,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.729,1,,,,,,244,NW,"ID",16,eatric,EATRIC,z,0.729,,,,,,,-0.233072917,-0.328125,0,0,0,,0,279,279,303,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.511,1,,,,,,11,WORD,"ID",16,cruise,CRUISE,m,0.511,,,,,,,-0.233072917,-0.328125,0,0,0,,0,280,280,70,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.74,1,,,,,,45,WORD,"ID",16,clergy,CLERGY,m,0.74,,,,,,,-0.233072917,-0.328125,0,0,0,,0,281,281,104,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.616,1,,,,,,408,NW,UN,16,elopia,HURNIA,z,0.616,,,,,,,-0.233072917,-0.328125,0,0,0,,0,282,282,467,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.503,1,,,,,,127,WORD,UN,16,senior,CASTLE,m,0.503,,,,,,,-0.233072917,-0.328125,0,0,0,,0,283,283,186,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.629,1,,,,,,473,NW,"ID",33,crible,CRIBLE,z,0.629,,,,,,,-0.233072917,-0.328125,0,0,0,,0,284,284,292,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.73,0,,,,,,335,NW,UN,33,ghodus,DESION,z,0.73,,,,,,,-0.233072917,-0.328125,0,0,0,,0,285,285,394,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.054,1,,,,,,348,NW,UN,33,asylen,DUMPLE,z,1.054,,,,,,,-0.233072917,-0.328125,0,0,0,,0,286,286,407,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.614,1,,,,,,267,NW,"ID",16,pasink,PASINK,z,0.614,,,,,,,-0.233072917,-0.328125,0,0,0,,0,287,287,326,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.657,1,,,,,,125,WORD,UN,16,enough,NICKEL,m,0.657,,,,,,,-0.233072917,-0.328125,0,0,0,,0,288,288,184,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.591,1,,,,,,145,WORD,UN,16,couple,PARISH,m,0.591,,,,,,,-0.233072917,-0.328125,0,0,0,,0,289,289,204,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.715,1,,,,,,92,WORD,UN,33,public,STRAND,m,0.715,,,,,,,-0.233072917,-0.328125,0,0,0,,0,290,290,151,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,1.16,1,,,,,,439,NW,"ID",33,limpor,LIMPOR,z,1.16,,,,,,,-0.233072917,-0.328125,0,0,0,,0,291,291,258,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.554,1,,,,,,189,WORD,"ID",33,censor,CENSOR,m,0.554,,,,,,,-0.233072917,-0.328125,0,0,0,,0,292,292,8,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.707,1,,,,,,446,NW,"ID",33,runamo,RUNAMO,z,0.707,,,,,,,-0.233072917,-0.328125,0,0,0,,0,293,293,265,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.639,1,,,,,,123,WORD,UN,16,blouse,STRIKE,m,0.639,,,,,,,-0.233072917,-0.328125,0,0,0,,0,294,294,182,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.692,1,,,,,,272,NW,"ID",16,damilt,DAMILT,z,0.692,,,,,,,-0.233072917,-0.328125,0,0,0,,0,295,295,331,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.579,1,,,,,,37,WORD,"ID",16,insult,INSULT,m,0.579,,,,,,,-0.233072917,-0.328125,0,0,0,,0,296,296,96,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.613,1,,,,,,52,WORD,"ID",16,impose,IMPOSE,m,0.613,,,,,,,-0.233072917,-0.328125,0,0,0,,0,297,297,111,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.643,1,,,,,,54,WORD,"ID",16,ramble,RAMBLE,m,0.643,,,,,,,-0.233072917,-0.328125,0,0,0,,0,298,298,113,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.649,0,,,,,,352,NW,UN,33,clurey,TRINGE,z,0.649,,,,,,,-0.233072917,-0.328125,0,0,0,,0,299,299,411,1,
,,,,,,,,,,,,,,,,,,5dc5da21d999de45a504651b,2020-11-27_15h02.54.057,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.582,1,,,,,,228,WORD,"ID",33,master,MASTER,m,0.582,,,,,,,-0.233072917,-0.328125,0,0,0,,0,300,300,47,1,
