counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.627,,,,,,,,0.627,1,,,,,,255,NW,"ID",50,apight,APIGHT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,223,223,314,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.55,,,,,,,,0.55,1,,,,,,450,NW,"ID",33,phrect,PHRECT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,224,224,269,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.552,,,,,,,,0.552,1,,,,,,430,NW,"ID",33,caroey,CAROEY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,225,225,249,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.787,,,,,,,,0.787,1,,,,,,118,WORD,UN,33,spider,FLIGHT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,226,226,177,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.95,,,,,,,,0.95,1,,,,,,357,NW,UN,33,fleack,DERAIN,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,227,227,416,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.601,,,,,,,,0.601,1,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,228,228,295,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.602,,,,,,,,0.602,1,,,,,,267,NW,"ID",50,pasink,PASINK,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,229,229,326,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.766,,,,,,,,0.766,1,,,,,,397,NW,UN,50,blunde,CAMBLE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,230,230,456,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.653,,,,,,,,0.653,1,,,,,,272,NW,"ID",50,damilt,DAMILT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,231,231,331,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.767,,,,,,,,0.767,1,,,,,,332,NW,UN,33,catrie,VANGUE,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,232,232,391,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.638,,,,,,,,0.638,1,,,,,,281,NW,"ID",50,melaty,MELATY,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,233,233,340,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.823,,,,,,,,0.823,0,,,,,,213,WORD,"ID",33,squeal,SQUEAL,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,234,234,32,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.738,,,,,,,,0.738,1,,,,,,106,WORD,UN,33,slogan,RANSOM,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,235,235,165,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.85,,,,,,,,0.85,1,,,,,,462,NW,"ID",33,absult,ABSULT,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,236,236,281,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.652,,,,,,,,0.652,1,,,,,,73,WORD,UN,33,plaque,SOURCE,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,237,237,132,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.349,,,,,,,,1.349,1,,,,,,471,NW,"ID",33,nobest,NOBEST,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,238,238,290,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.686,,,,,,,,0.686,1,,,,,,3,WORD,"ID",50,knight,KNIGHT,m,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,239,239,62,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.701,,,,,,,,0.701,1,,,,,,404,NW,UN,50,flumni,CLUIRM,z,,,,,,,-0.06640625,-0.388020833,0,0,0,,0,240,240,463,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.705,,,,,,,,0.705,1,,,,,,473,NW,"ID",33,crible,CRIBLE,z,,,,,,,0.125,-0.361979167,0,0,0,space,0,241,241,292,1,71.368
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.703,,,,,,,,0.703,1,,,,,,277,NW,"ID",50,petain,PETAIN,z,,,,,,,0.125,-0.361979167,0,0,0,,0,242,242,336,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.716,,,,,,,,0.716,1,,,,,,448,NW,"ID",33,sadent,SADENT,z,,,,,,,0.125,-0.361979167,0,0,0,,0,243,243,267,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.625,,,,,,,,0.625,1,,,,,,392,NW,UN,50,ganous,ROUNCY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,244,244,451,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.801,,,,,,,,0.801,1,,,,,,86,WORD,UN,33,filter,RODENT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,245,245,145,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.166,,,,,,,,1.166,1,,,,,,341,NW,UN,33,randow,MYRTIE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,246,246,400,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.838,,,,,,,,0.838,1,,,,,,228,WORD,"ID",33,master,MASTER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,247,247,47,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.351,,,,,,,,1.351,1,,,,,,386,NW,UN,50,gronce,ANCUST,z,,,,,,,0.125,-0.361979167,0,0,0,,0,248,248,445,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.89,,,,,,,,0.89,1,,,,,,204,WORD,"ID",33,burden,BURDEN,m,,,,,,,0.125,-0.361979167,0,0,0,,0,249,249,23,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.89,-1,,,,,,460,NW,"ID",33,mingar,MINGAR,z,,,,,,,0.125,-0.361979167,0,0,0,,0,250,250,279,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.904,,,,,,,,0.904,1,,,,,,291,NW,"ID",50,pretch,PRETCH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,251,251,350,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.653,,,,,,,,0.653,1,,,,,,410,NW,UN,50,orchin,TUNORY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,252,252,469,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.659,,,,,,,,0.659,1,,,,,,280,NW,"ID",50,curbol,CURBOL,z,,,,,,,0.125,-0.361979167,0,0,0,,0,253,253,339,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.932,,,,,,,,0.932,1,,,,,,107,WORD,UN,33,reckon,SLOGAN,m,,,,,,,0.125,-0.361979167,0,0,0,,0,254,254,166,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.142,,,,,,,,1.142,1,,,,,,154,WORD,UN,50,lizard,AUTHOR,m,,,,,,,0.125,-0.361979167,0,0,0,,0,255,255,213,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.418,,,,,,,,1.418,1,,,,,,12,WORD,"ID",50,orange,ORANGE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,256,256,71,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.627,,,,,,,,0.627,1,,,,,,150,WORD,UN,50,mystic,RANDOM,m,,,,,,,0.125,-0.361979167,0,0,0,,0,257,257,209,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.627,-1,,,,,,472,NW,"ID",33,cigney,CIGNEY,z,,,,,,,0.125,-0.361979167,0,0,0,,0,258,258,291,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,,0,,,,,,,,,0.627,-1,,,,,,242,NW,"ID",50,unwert,UNWERT,z,,,,,,,0.125,-0.361979167,0,0,0,,0,259,259,301,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.634,,,,,,,,1.634,1,,,,,,439,NW,"ID",33,limpor,LIMPOR,z,,,,,,,0.125,-0.361979167,0,0,0,,0,260,260,258,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.954,,,,,,,,0.954,1,,,,,,334,NW,UN,33,desion,WATMEG,z,,,,,,,0.125,-0.361979167,0,0,0,,0,261,261,393,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.701,,,,,,,,0.701,1,,,,,,251,NW,"ID",50,lupict,LUPICT,z,,,,,,,0.125,-0.361979167,0,0,0,,0,262,262,310,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.626,,,,,,,,0.626,1,,,,,,431,NW,"ID",33,chrums,CHRUMS,z,,,,,,,0.125,-0.361979167,0,0,0,,0,263,263,250,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.644,,,,,,,,0.644,1,,,,,,437,NW,"ID",33,snapel,SNAPEL,z,,,,,,,0.125,-0.361979167,0,0,0,,0,264,264,256,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.766,,,,,,,,0.766,1,,,,,,239,WORD,"ID",33,lumber,LUMBER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,265,265,58,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.633,,,,,,,,0.633,1,,,,,,393,NW,UN,50,spaqux,GANOUS,z,,,,,,,0.125,-0.361979167,0,0,0,,0,266,266,452,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.702,,,,,,,,0.702,1,,,,,,101,WORD,UN,33,direct,WRENCH,m,,,,,,,0.125,-0.361979167,0,0,0,,0,267,267,160,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.604,,,,,,,,0.604,1,,,,,,168,WORD,UN,50,genius,ANSWER,m,,,,,,,0.125,-0.361979167,0,0,0,,0,268,268,227,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.632,,,,,,,,0.632,1,,,,,,172,WORD,UN,50,shower,PATROL,m,,,,,,,0.125,-0.361979167,0,0,0,,0,269,269,231,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.869,,,,,,,,0.869,1,,,,,,446,NW,"ID",33,runamo,RUNAMO,z,,,,,,,0.125,-0.361979167,0,0,0,,0,270,270,265,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.733,,,,,,,,0.733,1,,,,,,479,NW,"ID",33,lobush,LOBUSH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,271,271,298,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.791,,,,,,,,0.791,1,,,,,,417,NW,UN,50,suidle,EAROUD,z,,,,,,,0.125,-0.361979167,0,0,0,,0,272,272,476,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.867,,,,,,,,0.867,1,,,,,,52,WORD,"ID",50,impose,IMPOSE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,273,273,111,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.744,,,,,,,,0.744,0,,,,,,232,WORD,"ID",33,inject,INJECT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,274,274,51,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.971,,,,,,,,0.971,1,,,,,,349,NW,UN,33,nagurs,ASYLEN,z,,,,,,,0.125,-0.361979167,0,0,0,,0,275,275,408,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.783,,,,,,,,0.783,1,,,,,,194,WORD,"ID",33,absent,ABSENT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,276,276,13,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.976,,,,,,,,0.976,1,,,,,,297,NW,"ID",50,fertic,FERTIC,z,,,,,,,0.125,-0.361979167,0,0,0,,0,277,277,356,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.733,,,,,,,,0.733,1,,,,,,147,WORD,UN,50,custom,GARLIC,m,,,,,,,0.125,-0.361979167,0,0,0,,0,278,278,206,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.359,,,,,,,,1.359,1,,,,,,160,WORD,UN,50,pastor,VIOLET,m,,,,,,,0.125,-0.361979167,0,0,0,,0,279,279,219,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.585,,,,,,,,0.585,1,,,,,,57,WORD,"ID",50,change,CHANGE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,280,280,116,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.249,,,,,,,,1.249,1,,,,,,432,NW,"ID",33,lunker,LUNKER,z,,,,,,,0.125,-0.361979167,0,0,0,,0,281,281,251,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.844,,,,,,,,0.844,0,,,,,,8,WORD,"ID",50,abrupt,ABRUPT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,282,282,67,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.917,,,,,,,,0.917,1,,,,,,405,NW,UN,50,nouply,FLUMNI,z,,,,,,,0.125,-0.361979167,0,0,0,,0,283,283,464,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.716,,,,,,,,0.716,1,,,,,,200,WORD,"ID",33,beacon,BEACON,m,,,,,,,0.125,-0.361979167,0,0,0,,0,284,284,19,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.74,,,,,,,,0.74,1,,,,,,376,NW,UN,50,veigma,IGUARE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,285,285,435,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.667,,,,,,,,0.667,1,,,,,,470,NW,"ID",33,crudio,CRUDIO,z,,,,,,,0.125,-0.361979167,0,0,0,,0,286,286,289,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.816,,,,,,,,0.816,1,,,,,,130,WORD,UN,50,quench,STUPID,m,,,,,,,0.125,-0.361979167,0,0,0,,0,287,287,189,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.851,,,,,,,,0.851,1,,,,,,45,WORD,"ID",50,clergy,CLERGY,m,,,,,,,0.125,-0.361979167,0,0,0,,0,288,288,104,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.687,,,,,,,,0.687,1,,,,,,133,WORD,UN,50,staple,CHROME,m,,,,,,,0.125,-0.361979167,0,0,0,,0,289,289,192,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.692,,,,,,,,0.692,1,,,,,,308,NW,UN,33,amiloy,PSETCH,z,,,,,,,0.125,-0.361979167,0,0,0,,0,290,290,367,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.738,,,,,,,,0.738,1,,,,,,7,WORD,"ID",50,anchor,ANCHOR,m,,,,,,,0.125,-0.361979167,0,0,0,,0,291,291,66,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.79,,,,,,,,0.79,0,,,,,,90,WORD,UN,33,expand,RELISH,m,,,,,,,0.125,-0.361979167,0,0,0,,0,292,292,149,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.721,,,,,,,,0.721,1,,,,,,83,WORD,UN,33,mortal,RESULT,m,,,,,,,0.125,-0.361979167,0,0,0,,0,293,293,142,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.605,,,,,,,,0.605,1,,,,,,144,WORD,UN,50,parish,SPONGE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,294,294,203,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.718,,,,,,,,0.718,1,,,,,,264,NW,"ID",50,vackel,VACKEL,z,,,,,,,0.125,-0.361979167,0,0,0,,0,295,295,323,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.859,,,,,,,,0.859,1,,,,,,110,WORD,UN,33,induce,POLITE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,296,296,169,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.986,,,,,,,,0.986,1,,,,,,454,NW,"ID",33,scouge,SCOUGE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,297,297,273,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,1.477,,,,,,,,1.477,1,,,,,,275,NW,"ID",50,sleirt,SLEIRT,z,,,,,,,0.125,-0.361979167,0,0,0,,0,298,298,334,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.667,,,,,,,,0.667,1,,,,,,425,NW,"ID",33,frudge,FRUDGE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,299,299,244,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.674,,,,,,,,0.674,1,,,,,,148,WORD,UN,50,invade,CUSTOM,m,,,,,,,0.125,-0.361979167,0,0,0,,0,300,300,207,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.65,,,,,,,,0.65,1,,,,,,274,NW,"ID",50,fumblo,FUMBLO,z,,,,,,,0.125,-0.361979167,0,0,0,,0,301,301,333,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.808,,,,,,,,0.808,1,,,,,,474,NW,"ID",33,hablin,HABLIN,z,,,,,,,0.125,-0.361979167,0,0,0,,0,302,302,293,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.737,,,,,,,,0.737,1,,,,,,466,NW,"ID",33,hocite,HOCITE,z,,,,,,,0.125,-0.361979167,0,0,0,,0,303,303,285,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.653,,,,,,,,0.653,1,,,,,,5,WORD,"ID",50,plunge,PLUNGE,m,,,,,,,0.125,-0.361979167,0,0,0,,0,304,304,64,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.604,,,,,,,,0.604,0,,,,,,19,WORD,"ID",50,patron,PATRON,m,,,,,,,0.125,-0.361979167,0,0,0,,0,305,305,78,1,
,,,,,,,,,,,,,,,,,,5c0c90e7632102000147c3cc,2020-08-10_10h50.25.183,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.599,,,,,,,,0.599,1,,,,,,36,WORD,"ID",50,vanish,VANISH,m,,,,,,,0.125,-0.361979167,0,0,0,,0,306,306,95,1,
