counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.603355,,,,,,,,0.603355,1,,,,,,442,NW,"ID",33,aboune,ABOUNE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,211,211,261,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.57974,,,,,,,,0.57974,1,,,,,,127,WORD,UN,16,senior,CASTLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,212,212,186,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.635,,,,,,,,0.635,1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,213,213,150,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.622165,,,,,,,,0.622165,1,,,,,,18,WORD,"ID",16,humble,HUMBLE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,214,214,77,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.47978,,,,,,,,1.47978,1,,,,,,417,NW,UN,16,suidle,EAROUD,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,215,215,476,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.581895,,,,,,,,0.581895,1,,,,,,192,WORD,"ID",33,plague,PLAGUE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,216,216,11,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.58217,,,,,,,,0.58217,1,,,,,,394,NW,UN,16,colury,SPAQUX,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,217,217,453,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.68294,,,,,,,,0.68294,1,,,,,,4,WORD,"ID",16,trench,TRENCH,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,218,218,63,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.665025,,,,,,,,0.665025,1,,,,,,204,WORD,"ID",33,burden,BURDEN,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,219,219,23,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.64865,,,,,,,,0.64865,1,,,,,,383,NW,UN,16,guesco,AUNGRE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,220,220,442,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.681795,,,,,,,,0.681795,1,,,,,,438,NW,"ID",33,baitch,BAITCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,221,221,257,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.76615,,,,,,,,0.76615,1,,,,,,165,WORD,UN,16,starch,INVEST,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,222,222,224,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.7264,,,,,,,,0.7264,1,,,,,,307,NW,UN,33,psetch,KIRAFE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,223,223,366,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.50071,,,,,,,,0.50071,1,,,,,,188,WORD,"ID",33,social,SOCIAL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,224,224,7,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.64845,,,,,,,,0.64845,1,,,,,,267,NW,"ID",16,pasink,PASINK,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,225,225,326,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.580255,,,,,,,,0.580255,1,,,,,,415,NW,UN,16,pathel,HIGSTA,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,226,226,474,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.73203,,,,,,,,0.73203,1,,,,,,370,NW,UN,16,geiloy,SLEACT,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,227,227,429,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.59214,,,,,,,,0.59214,1,,,,,,353,NW,UN,33,virlex,CLUREY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,228,228,412,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.519365,,,,,,,,0.519365,1,,,,,,472,NW,"ID",33,cigney,CIGNEY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,229,229,291,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.51584,,,,,,,,0.51584,1,,,,,,408,NW,UN,16,elopia,HURNIA,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,230,230,467,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.62792,,,,,,,,0.62792,1,,,,,,14,WORD,"ID",16,almost,ALMOST,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,231,231,73,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.666495,,,,,,,,0.666495,1,,,,,,113,WORD,UN,33,placid,CHORUS,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,232,232,172,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.53272,,,,,,,,0.53272,1,,,,,,79,WORD,UN,33,family,THEORY,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,233,233,138,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.65301,,,,,,,,0.65301,1,,,,,,440,NW,"ID",33,saride,SARIDE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,234,234,259,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.62906,,,,,,,,0.62906,1,,,,,,180,WORD,UN,16,thrive,SILENT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,235,235,239,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.675895,,,,,,,,0.675895,1,,,,,,302,NW,UN,33,fiream,MILUER,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,236,236,361,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.5357,,,,,,,,0.5357,1,,,,,,177,WORD,UN,16,inform,ADVENT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,237,237,236,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.23456,,,,,,,,1.23456,1,,,,,,319,NW,UN,33,jockal,ZOMBER,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,238,238,378,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.588825,,,,,,,,0.588825,1,,,,,,96,WORD,UN,33,client,IGNORE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,239,239,155,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.6323,,,,,,,,0.6323,1,,,,,,196,WORD,"ID",33,credit,CREDIT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,240,240,15,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.632295,,,,,,,,0.632295,1,,,,,,396,NW,UN,16,camble,FLENGY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,241,241,455,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.64609,,,,,,,,0.64609,1,,,,,,288,NW,"ID",16,yaceup,YACEUP,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,242,242,347,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.66411,,,,,,,,0.66411,1,,,,,,425,NW,"ID",33,frudge,FRUDGE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,243,243,244,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.53097,,,,,,,,0.53097,1,,,,,,447,NW,"ID",33,gircue,GIRCUE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,244,244,266,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.648975,,,,,,,,0.648975,1,,,,,,313,NW,UN,33,sprine,PAURSE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,245,245,372,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.731295,,,,,,,,0.731295,1,,,,,,175,WORD,UN,16,strife,FABRIC,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,246,246,234,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.53795,,,,,,,,0.53795,1,,,,,,104,WORD,UN,33,number,STUDIO,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,247,247,163,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.563715,,,,,,,,0.563715,1,,,,,,100,WORD,UN,33,wrench,CARBON,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,248,248,159,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.56908,,,,,,,,0.56908,1,,,,,,278,NW,"ID",16,unighs,UNIGHS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,249,249,337,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.665235,,,,,,,,0.665235,1,,,,,,15,WORD,"ID",16,amount,AMOUNT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,250,250,74,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.78063,,,,,,,,0.78063,1,,,,,,412,NW,UN,16,equats,JILUER,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,251,251,471,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.67788,,,,,,,,0.67788,1,,,,,,172,WORD,UN,16,shower,PATROL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,252,252,231,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.77666,,,,,,,,0.77666,1,,,,,,369,NW,UN,16,sleact,WRONCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,253,253,428,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.611205,,,,,,,,0.611205,1,,,,,,43,WORD,"ID",16,tongue,TONGUE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,254,254,102,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.695565,,,,,,,,0.695565,1,,,,,,316,NW,UN,33,worbal,SCREGM,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,255,255,375,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.631865,,,,,,,,0.631865,1,,,,,,186,WORD,"ID",33,portal,PORTAL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,256,256,5,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.572715,,,,,,,,0.572715,1,,,,,,453,NW,"ID",33,bolvis,BOLVIS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,257,257,272,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.83508,,,,,,,,0.83508,1,,,,,,85,WORD,UN,33,rodent,SPRAWL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,258,258,144,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.626715,,,,,,,,0.626715,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,259,259,410,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.569215,,,,,,,,0.569215,1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,260,260,413,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.618485,,,,,,,,0.618485,1,,,,,,430,NW,"ID",33,caroey,CAROEY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,261,261,249,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.685325,,,,,,,,0.685325,1,,,,,,120,WORD,UN,33,ponder,STRAIN,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,262,262,179,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.658435,,,,,,,,0.658435,1,,,,,,13,WORD,"ID",16,strive,STRIVE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,263,263,72,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.16853,,,,,,,,1.16853,1,,,,,,133,WORD,UN,16,staple,CHROME,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,264,264,192,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.16768,,,,,,,,0.16768,1,,,,,,152,WORD,UN,16,behold,ROCKET,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,265,265,211,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.604275,,,,,,,,0.604275,1,,,,,,232,WORD,"ID",33,inject,INJECT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,266,266,51,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,1.366355,,,,,,,,1.366355,1,,,,,,390,NW,UN,16,theldy,HATRUS,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,267,267,449,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.767245,,,,,,,,0.767245,1,,,,,,226,WORD,"ID",33,casino,CASINO,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,268,268,45,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.84921,,,,,,,,0.84921,1,,,,,,159,WORD,UN,16,violet,DETAIL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,269,269,218,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.82495,,,,,,,,0.82495,1,,,,,,402,NW,UN,16,bruats,SYNTIC,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,270,270,461,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.63642,,,,,,,,0.63642,1,,,,,,335,NW,UN,33,ghodus,DESION,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,271,271,394,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.548445,,,,,,,,0.548445,1,,,,,,379,NW,UN,16,cavory,AUTING,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,272,272,438,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.666355,,,,,,,,0.666355,1,,,,,,108,WORD,UN,33,wonder,RECKON,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,273,273,167,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,1.13125,,,,,,,,1.13125,1,,,,,,73,WORD,UN,33,plaque,SOURCE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,274,274,132,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.597925,,,,,,,,0.597925,1,,,,,,371,NW,UN,16,ramily,GEILOY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,275,275,430,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.64924,,,,,,,,0.64924,1,,,,,,246,NW,"ID",16,piaton,PIATON,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,276,276,305,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.780345,,,,,,,,0.780345,1,,,,,,109,WORD,UN,33,polite,WONDER,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,277,277,168,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.62435,,,,,,,,0.62435,1,,,,,,254,NW,"ID",16,varosh,VAROSH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,278,278,313,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.665,,,,,,,,0.665,1,,,,,,140,WORD,UN,16,chrome,PRINCE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,279,279,199,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.61304,,,,,,,,0.61304,1,,,,,,410,NW,UN,16,orchin,TUNORY,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,280,280,469,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.615675,,,,,,,,0.615675,1,,,,,,474,NW,"ID",33,hablin,HABLIN,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,281,281,293,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.733425,,,,,,,,0.733425,1,,,,,,217,WORD,"ID",33,liquor,LIQUOR,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,282,282,36,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.579515,,,,,,,,0.579515,1,,,,,,187,WORD,"ID",33,course,COURSE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,283,283,6,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.681015,,,,,,,,0.681015,1,,,,,,455,NW,"ID",33,tondle,TONDLE,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,284,284,274,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.83548,,,,,,,,0.83548,1,,,,,,74,WORD,UN,33,trophy,PLAQUE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,285,285,133,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,z,1,0.60547,,,,,,,,0.60547,1,,,,,,301,NW,UN,33,miluer,FAINCH,z,,,,,,0.595052083,-0.092447917,0,0,0,,0,286,286,360,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.99761,,,,,,,,0.99761,1,,,,,,231,WORD,"ID",33,export,EXPORT,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,287,287,50,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.934355,,,,,,,,0.934355,1,,,,,,65,WORD,UN,33,gospel,SYMBOL,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,288,288,124,1
,,,,,,,,,,,,,,,,,,5ce7f7ae2aa9590016af2ba7,2020-11-25_17h53.28.495,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,m,1,0.47887,,,,,,,,0.47887,1,,,,,,123,WORD,UN,16,blouse,STRIKE,m,,,,,,0.595052083,-0.092447917,0,0,0,,0,289,289,182,1
