counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.572055,1,,,,,,409,NW,UN,16,tunory,ELOPIA,z,0.572055,,,,,,0.946716261,-0.400123929,0,0,0,,0,214,214,468,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.55133,1,,,,,,89,WORD,UN,33,relish,PERMIT,m,0.55133,,,,,,0.946716261,-0.400123929,0,0,0,,0,215,215,148,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.588585,1,,,,,,52,WORD,"ID",16,impose,IMPOSE,m,0.588585,,,,,,0.946716261,-0.400123929,0,0,0,,0,216,216,111,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.515585,1,,,,,,464,NW,"ID",33,chaite,CHAITE,z,0.515585,,,,,,0.946716261,-0.400123929,0,0,0,,0,217,217,283,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.597105,1,,,,,,174,WORD,UN,16,fabric,TURKEY,m,0.597105,,,,,,0.946716261,-0.400123929,0,0,0,,0,218,218,233,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.51818,1,,,,,,393,NW,UN,16,spaqux,GANOUS,z,0.51818,,,,,,0.946716261,-0.400123929,0,0,0,,0,219,219,452,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.5953,1,,,,,,390,NW,UN,16,theldy,HATRUS,z,0.5953,,,,,,0.946716261,-0.400123929,0,0,0,,0,220,220,449,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.553335,1,,,,,,365,NW,UN,16,toshel,GUAIRT,z,0.553335,,,,,,0.946716261,-0.400123929,0,0,0,,0,221,221,424,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.66476,1,,,,,,106,WORD,UN,33,slogan,RANSOM,m,0.66476,,,,,,0.946716261,-0.400123929,0,0,0,,0,222,222,165,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.51766,1,,,,,,242,NW,"ID",16,unwert,UNWERT,z,0.51766,,,,,,0.946716261,-0.400123929,0,0,0,,0,223,223,301,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.660025,1,,,,,,102,WORD,UN,33,bounce,DIRECT,m,0.660025,,,,,,0.946716261,-0.400123929,0,0,0,,0,224,224,161,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.557075,1,,,,,,377,NW,UN,16,shrile,INJORE,z,0.557075,,,,,,0.946716261,-0.400123929,0,0,0,,0,225,225,436,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.52763,1,,,,,,169,WORD,UN,16,pounce,GENIUS,m,0.52763,,,,,,0.946716261,-0.400123929,0,0,0,,0,226,226,228,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.590825,1,,,,,,96,WORD,UN,33,client,IGNORE,m,0.590825,,,,,,0.946716261,-0.400123929,0,0,0,,0,227,227,155,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.52378,1,,,,,,373,NW,UN,16,sliant,BIGENT,z,0.52378,,,,,,0.946716261,-0.400123929,0,0,0,,0,228,228,432,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.567175,1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,0.567175,,,,,,0.946716261,-0.400123929,0,0,0,,0,229,229,413,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.55283,1,,,,,,258,NW,"ID",16,poluth,POLUTH,z,0.55283,,,,,,0.946716261,-0.400123929,0,0,0,,0,230,230,317,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.51069,1,,,,,,226,WORD,"ID",33,casino,CASINO,m,0.51069,,,,,,0.946716261,-0.400123929,0,0,0,,0,231,231,45,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.637715,1,,,,,,352,NW,UN,33,clurey,TRINGE,z,0.637715,,,,,,0.946716261,-0.400123929,0,0,0,,0,232,232,411,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.649915,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,0.649915,,,,,,0.946716261,-0.400123929,0,0,0,,0,233,233,38,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.58553,0,,,,,,37,WORD,"ID",16,insult,INSULT,m,0.58553,,,,,,0.946716261,-0.400123929,0,0,0,,0,234,234,96,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.57674,1,,,,,,395,NW,UN,16,flengy,COLURY,z,0.57674,,,,,,0.946716261,-0.400123929,0,0,0,,0,235,235,454,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.799685,1,,,,,,315,NW,UN,33,scregm,LASTON,z,0.799685,,,,,,0.946716261,-0.400123929,0,0,0,,0,236,236,374,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.5834,1,,,,,,146,WORD,UN,16,garlic,COUPLE,m,0.5834,,,,,,0.946716261,-0.400123929,0,0,0,,0,237,237,205,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.533075,1,,,,,,399,NW,UN,16,wearox,FOURET,z,0.533075,,,,,,0.946716261,-0.400123929,0,0,0,,0,238,238,458,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.60326,1,,,,,,26,WORD,"ID",16,sprint,SPRINT,m,0.60326,,,,,,0.946716261,-0.400123929,0,0,0,,0,239,239,85,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.563015,1,,,,,,47,WORD,"ID",16,income,INCOME,m,0.563015,,,,,,0.946716261,-0.400123929,0,0,0,,0,240,240,106,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.51564,1,,,,,,427,NW,"ID",33,schind,SCHIND,z,0.51564,,,,,,0.946716261,-0.400123929,0,0,0,space,0,241,241,246,1,21.765835
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.97002,1,,,,,,111,WORD,UN,33,breath,INDUCE,m,0.97002,,,,,,0.946716261,-0.400123929,0,0,0,,0,242,242,170,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.659235,1,,,,,,425,NW,"ID",33,frudge,FRUDGE,z,0.659235,,,,,,0.946716261,-0.400123929,0,0,0,,0,243,243,244,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.58774,1,,,,,,56,WORD,"ID",16,ambush,AMBUSH,m,0.58774,,,,,,0.946716261,-0.400123929,0,0,0,,0,244,244,115,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.852195,1,,,,,,443,NW,"ID",33,dorsex,DORSEX,z,0.852195,,,,,,0.946716261,-0.400123929,0,0,0,,0,245,245,262,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.566825,1,,,,,,211,WORD,"ID",33,infect,INFECT,m,0.566825,,,,,,0.946716261,-0.400123929,0,0,0,,0,246,246,30,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.59792,1,,,,,,244,NW,"ID",16,eatric,EATRIC,z,0.59792,,,,,,0.946716261,-0.400123929,0,0,0,,0,247,247,303,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.648035,1,,,,,,206,WORD,"ID",33,tailor,TAILOR,m,0.648035,,,,,,0.946716261,-0.400123929,0,0,0,,0,248,248,25,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.50292,1,,,,,,327,NW,UN,33,broake,PLENAC,z,0.50292,,,,,,0.946716261,-0.400123929,0,0,0,,0,249,249,386,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.69433,1,,,,,,243,NW,"ID",16,musied,MUSIED,z,0.69433,,,,,,0.946716261,-0.400123929,0,0,0,,0,250,250,302,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.99276,1,,,,,,92,WORD,UN,33,public,STRAND,m,0.99276,,,,,,0.946716261,-0.400123929,0,0,0,,0,251,251,151,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.690675,1,,,,,,90,WORD,UN,33,expand,RELISH,m,0.690675,,,,,,0.946716261,-0.400123929,0,0,0,,0,252,252,149,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.56996,1,,,,,,127,WORD,UN,16,senior,CASTLE,m,0.56996,,,,,,0.946716261,-0.400123929,0,0,0,,0,253,253,186,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.556675,1,,,,,,21,WORD,"ID",16,simple,SIMPLE,m,0.556675,,,,,,0.946716261,-0.400123929,0,0,0,,0,254,254,80,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.551455,1,,,,,,179,WORD,UN,16,silent,BASKET,m,0.551455,,,,,,0.946716261,-0.400123929,0,0,0,,0,255,255,238,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.493295,1,,,,,,326,NW,UN,33,plenac,IGUADE,z,0.493295,,,,,,0.946716261,-0.400123929,0,0,0,,0,256,256,385,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.629275,1,,,,,,216,WORD,"ID",33,behalf,BEHALF,m,0.629275,,,,,,0.946716261,-0.400123929,0,0,0,,0,257,257,35,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.55291,1,,,,,,133,WORD,UN,16,staple,CHROME,m,0.55291,,,,,,0.946716261,-0.400123929,0,0,0,,0,258,258,192,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.60386,1,,,,,,36,WORD,"ID",16,vanish,VANISH,m,0.60386,,,,,,0.946716261,-0.400123929,0,0,0,,0,259,259,95,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.697145,1,,,,,,64,WORD,UN,33,symbol,THRONE,m,0.697145,,,,,,0.946716261,-0.400123929,0,0,0,,0,260,260,123,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.557935,1,,,,,,272,NW,"ID",16,damilt,DAMILT,z,0.557935,,,,,,0.946716261,-0.400123929,0,0,0,,0,261,261,331,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.579405,1,,,,,,456,NW,"ID",33,broget,BROGET,z,0.579405,,,,,,0.946716261,-0.400123929,0,0,0,,0,262,262,275,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.721025,1,,,,,,398,NW,UN,16,fouret,BLUNDE,z,0.721025,,,,,,0.946716261,-0.400123929,0,0,0,,0,263,263,457,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.579505,1,,,,,,70,WORD,UN,33,garden,SQUARE,m,0.579505,,,,,,0.946716261,-0.400123929,0,0,0,,0,264,264,129,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.68206,1,,,,,,468,NW,"ID",33,wictor,WICTOR,z,0.68206,,,,,,0.946716261,-0.400123929,0,0,0,,0,265,265,287,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.580665,1,,,,,,387,NW,UN,16,cragin,GRONCE,z,0.580665,,,,,,0.946716261,-0.400123929,0,0,0,,0,266,266,446,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.57566,1,,,,,,292,NW,"ID",16,ablint,ABLINT,z,0.57566,,,,,,0.946716261,-0.400123929,0,0,0,,0,267,267,351,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.85495,1,,,,,,319,NW,UN,33,jockal,ZOMBER,z,0.85495,,,,,,0.946716261,-0.400123929,0,0,0,,0,268,268,378,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.656805,1,,,,,,473,NW,"ID",33,crible,CRIBLE,z,0.656805,,,,,,0.946716261,-0.400123929,0,0,0,,0,269,269,292,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.548355,1,,,,,,346,NW,UN,33,kerift,SAUDIC,z,0.548355,,,,,,0.946716261,-0.400123929,0,0,0,,0,270,270,405,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.530445,1,,,,,,53,WORD,"ID",16,police,POLICE,m,0.530445,,,,,,0.946716261,-0.400123929,0,0,0,,0,271,271,112,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.81275,1,,,,,,476,NW,"ID",33,josted,JOSTED,z,0.81275,,,,,,0.946716261,-0.400123929,0,0,0,,0,272,272,295,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.63047,1,,,,,,262,NW,"ID",16,quilew,QUILEW,z,0.63047,,,,,,0.946716261,-0.400123929,0,0,0,,0,273,273,321,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.533575,1,,,,,,300,NW,"ID",16,yarion,YARION,z,0.533575,,,,,,0.946716261,-0.400123929,0,0,0,,0,274,274,359,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.566115,1,,,,,,73,WORD,UN,33,plaque,SOURCE,m,0.566115,,,,,,0.946716261,-0.400123929,0,0,0,,0,275,275,132,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.632325,1,,,,,,240,WORD,"ID",33,forest,FOREST,m,0.632325,,,,,,0.946716261,-0.400123929,0,0,0,,0,276,276,59,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.68299,1,,,,,,416,NW,UN,16,earoud,PATHEL,z,0.68299,,,,,,0.946716261,-0.400123929,0,0,0,,0,277,277,475,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.552805,1,,,,,,317,NW,UN,33,reagly,WORBAL,z,0.552805,,,,,,0.946716261,-0.400123929,0,0,0,,0,278,278,376,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.582645,1,,,,,,253,NW,"ID",16,resait,RESAIT,z,0.582645,,,,,,0.946716261,-0.400123929,0,0,0,,0,279,279,312,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.535155,1,,,,,,148,WORD,UN,16,invade,CUSTOM,m,0.535155,,,,,,0.946716261,-0.400123929,0,0,0,,0,280,280,207,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.603375,1,,,,,,455,NW,"ID",33,tondle,TONDLE,z,0.603375,,,,,,0.946716261,-0.400123929,0,0,0,,0,281,281,274,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.562875,1,,,,,,324,NW,UN,33,thruse,STEIKH,z,0.562875,,,,,,0.946716261,-0.400123929,0,0,0,,0,282,282,383,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.639995,1,,,,,,249,NW,"ID",16,batrol,BATROL,z,0.639995,,,,,,0.946716261,-0.400123929,0,0,0,,0,283,283,308,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.696605,1,,,,,,230,WORD,"ID",33,fringe,FRINGE,m,0.696605,,,,,,0.946716261,-0.400123929,0,0,0,,0,284,284,49,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.559585,1,,,,,,447,NW,"ID",33,gircue,GIRCUE,z,0.559585,,,,,,0.946716261,-0.400123929,0,0,0,,0,285,285,266,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.63811,1,,,,,,246,NW,"ID",16,piaton,PIATON,z,0.63811,,,,,,0.946716261,-0.400123929,0,0,0,,0,286,286,305,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.699355,1,,,,,,138,WORD,UN,16,debris,MELODY,m,0.699355,,,,,,0.946716261,-0.400123929,0,0,0,,0,287,287,197,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.57647,1,,,,,,82,WORD,UN,33,result,STIGMA,m,0.57647,,,,,,0.946716261,-0.400123929,0,0,0,,0,288,288,141,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.50582,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,0.50582,,,,,,0.946716261,-0.400123929,0,0,0,,0,289,289,12,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.547425,1,,,,,,24,WORD,"ID",16,praise,PRAISE,m,0.547425,,,,,,0.946716261,-0.400123929,0,0,0,,0,290,290,83,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.55122,1,,,,,,474,NW,"ID",33,hablin,HABLIN,z,0.55122,,,,,,0.946716261,-0.400123929,0,0,0,,0,291,291,293,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.67955,1,,,,,,170,WORD,UN,16,dragon,POUNCE,m,0.67955,,,,,,0.946716261,-0.400123929,0,0,0,,0,292,292,229,1,
,,,,,,,,,,,,,,,,,,5cf5134c8f8ff80019e76721,2020-11-27_10h21.59.728,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.699965,1,,,,,,385,NW,UN,16,ancust,VEIGMA,z,0.699965,,,,,,0.946716261,-0.400123929,0,0,0,,0,293,293,444,1,
