counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,response.rt,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.067,1,,,,,,3,WORD,"ID",33,knight,KNIGHT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,233,233,2,1,0.067,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.035,1,,,,,,50,WORD,"ID",33,snatch,SNATCH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,234,234,49,1,0.035,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.018,1,,,,,,117,WORD,"ID",16,branch,BRANCH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,235,235,116,1,0.018,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.005,1,,,,,,208,WORD,UN,16,search,HOCKEY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,236,236,207,1,0.005,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.085,0,,,,,,328,NW,"ID",16,broake,BROAKE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,237,237,327,1,0.085,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.005,1,,,,,,114,WORD,"ID",16,placid,PLACID,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,238,238,113,1,0.005,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.056,1,,,,,,102,WORD,"ID",16,direct,DIRECT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,239,239,101,1,0.056,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.193,0,,,,,,82,WORD,"ID",16,stigma,STIGMA,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,240,240,81,1,0.193,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.037,0,,,,,,45,WORD,"ID",33,clergy,CLERGY,m,,,,,,0.296375267,-0.320895522,0,0,0,space,0,241,241,44,1,0.037,1.256,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.099,1,,,,,,97,WORD,"ID",16,client,CLIENT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,242,242,96,1,1.099,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.135,0,,,,,,269,NW,"ID",33,orchet,ORCHET,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,243,243,268,1,0.135,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.015,0,,,,,,186,WORD,UN,16,course,PORTAL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,244,244,185,1,0.015,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.117,1,,,,,,355,NW,"ID",16,zingly,ZINGLY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,245,245,354,1,0.117,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.068,0,,,,,,120,WORD,"ID",16,strain,STRAIN,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,246,246,119,1,0.068,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.453,1,,,,,,6,WORD,"ID",33,bundle,BUNDLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,247,247,5,1,0.453,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.617,0,,,,,,452,NW,UN,16,bolvis,SURDEN,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,248,248,451,1,0.617,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.716,1,,,,,,145,WORD,UN,33,couple,PARISH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,249,249,144,1,0.716,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.221,0,,,,,,444,NW,UN,16,minkel,JAUNCE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,250,250,443,1,0.221,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.1,0,,,,,,423,NW,UN,16,praile,STRELD,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,251,251,422,1,0.1,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.085,0,,,,,,255,NW,"ID",33,apight,APIGHT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,252,252,254,1,0.085,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.177,1,,,,,,89,WORD,"ID",16,permit,PERMIT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,253,253,88,1,0.177,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.635,0,,,,,,305,NW,"ID",16,forgle,FORGLE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,254,254,304,1,0.635,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.141,1,,,,,,238,WORD,UN,16,grumpy,FLOWER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,255,255,237,1,1.141,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.488,0,,,,,,92,WORD,"ID",16,strand,STRAND,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,256,256,91,1,0.488,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,1.916,1,,,,,,202,WORD,UN,16,phrase,FACTOR,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,257,257,201,1,1.916,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.286,0,,,,,,71,WORD,"ID",16,garden,GARDEN,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,258,258,70,1,0.286,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.225,0,,,,,,119,WORD,"ID",16,spider,SPIDER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,259,259,118,1,0.225,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.225,-1,,,,,,41,WORD,"ID",33,spring,SPRING,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,260,260,40,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.225,-1,,,,,,462,NW,UN,16,kispel,ABSULT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,261,261,461,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,,,,,,,,0.267,1,,,,,,267,NW,"ID",33,pasink,PASINK,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,262,262,266,1,0.267,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.267,-1,,,,,,54,WORD,"ID",33,ramble,RAMBLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,263,263,53,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.539,1,,,,,,210,WORD,UN,16,infect,MONKEY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,264,264,209,1,0.539,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.018,1,,,,,,143,WORD,UN,33,sponge,REASON,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,265,265,142,1,0.018,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.422,0,,,,,,284,NW,"ID",33,shaple,SHAPLE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,266,266,283,1,0.422,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.09,1,,,,,,217,WORD,UN,16,shrink,LIQUOR,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,267,267,216,1,0.09,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.123,0,,,,,,443,NW,UN,16,jaunce,DORSEX,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,268,268,442,1,0.123,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.133,0,,,,,,398,NW,UN,33,fouret,BLUNDE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,269,269,397,1,0.133,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,,,,,,,,0.201,0,,,,,,456,NW,UN,16,wanigh,BROGET,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,270,270,455,1,0.201,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,,,,,,,,0.002,1,,,,,,167,WORD,UN,33,answer,DESIGN,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,271,271,166,1,0.002,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.459,0,,,,,,24,WORD,"ID",33,praise,PRAISE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,272,272,23,1,0.459,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,,,,,,,,0.142,0,,,,,,219,WORD,UN,16,voyage,BUCKET,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,273,273,218,1,0.142,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,270,NW,"ID",33,wrimsy,WRIMSY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,274,274,269,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,141,WORD,UN,33,spruce,ORPHAN,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,275,275,140,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,277,NW,"ID",33,petain,PETAIN,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,276,276,276,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,212,WORD,UN,16,squeal,VERIFY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,277,277,211,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,475,NW,UN,16,robuly,PEBRIC,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,278,278,474,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,453,NW,UN,16,scouge,BOLVIS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,279,279,452,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,459,NW,UN,16,mingar,BAFENT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,280,280,458,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,274,NW,"ID",33,fumblo,FUMBLO,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,281,281,273,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,165,WORD,UN,33,starch,INVEST,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,282,282,164,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,146,WORD,UN,33,garlic,COUPLE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,283,283,145,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,311,NW,"ID",16,sproly,SPROLY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,284,284,310,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,370,NW,UN,33,geiloy,SLEACT,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,285,285,369,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,352,NW,"ID",16,tringe,TRINGE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,286,286,351,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,329,NW,"ID",16,yarike,YARIKE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,287,287,328,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,170,WORD,UN,33,depart,POUNCE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,288,288,169,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,381,NW,UN,33,sarley,HUNIEK,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,289,289,380,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,234,WORD,UN,16,lumber,CLUMSY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,290,290,233,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,42,WORD,"ID",33,chapel,CHAPEL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,291,291,41,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,341,NW,"ID",16,myrtie,MYRTIE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,292,292,340,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,115,WORD,"ID",16,guitar,GUITAR,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,293,293,114,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,439,NW,UN,16,saride,LIMPOR,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,294,294,438,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,182,WORD,UN,16,basket,WINTER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,295,295,181,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,221,WORD,UN,16,hinder,MASCOT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,296,296,220,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,432,NW,UN,16,drance,LUNKER,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,297,297,431,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,279,NW,"ID",33,celond,CELOND,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,298,298,278,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,85,WORD,"ID",16,sprawl,SPRAWL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,299,299,84,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,392,NW,UN,33,ganous,ROUNCY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,300,300,391,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,91,WORD,"ID",16,expand,EXPAND,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,301,301,90,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,74,WORD,"ID",16,plaque,PLAQUE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,302,302,73,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,415,NW,UN,33,pathel,HIGSTA,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,303,303,414,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,350,NW,"ID",16,nagurs,NAGURS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,304,304,349,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,48,WORD,"ID",33,walnut,WALNUT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,305,305,47,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,337,NW,"ID",16,rejols,REJOLS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,306,306,336,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,345,NW,"ID",16,absend,ABSEND,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,307,307,344,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,285,NW,"ID",33,prudge,PRUDGE,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,308,308,284,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,59,WORD,"ID",33,splint,SPLINT,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,309,309,58,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,207,WORD,UN,16,hockey,WREATH,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,310,310,206,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,40,WORD,"ID",33,convey,CONVEY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,311,311,39,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,51,WORD,"ID",33,hungry,HUNGRY,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,312,312,50,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,122,WORD,UN,33,strike,LINGER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,313,313,121,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,144,WORD,UN,33,parish,SPONGE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,314,314,143,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,457,NW,UN,16,barcet,WANIGH,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,315,315,456,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,321,NW,"ID",16,miator,MIATOR,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,316,316,320,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,33,WORD,"ID",33,butler,BUTLER,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,317,317,32,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,220,WORD,UN,16,mascot,VOYAGE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,318,318,219,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,55,WORD,"ID",33,stroke,STROKE,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,319,319,54,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,395,NW,UN,33,flengy,COLURY,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,320,320,394,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,65,WORD,"ID",16,symbol,SYMBOL,m,,,,,,0.296375267,-0.320895522,0,0,0,,0,321,321,64,1,,,
,,,,,,,,,,,,,,,,,,999,2020-11-26_13h29.33.962,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,0.142,-1,,,,,,245,NW,"ID",33,anougs,ANOUGS,z,,,,,,0.296375267,-0.320895522,0,0,0,,0,322,322,244,1,,,
